LinkName,Date,Year,Day-of-the-week,Time-of-the-day,PT,PTI,BT,BTI,TTI,L_Skew,L_Var
Link 3,02/12/2017,2017,1,09:00 AM-10:00 AM,2.85,1.78,0.94,0.49,1.2,9.2,0.5
Link 3,02/12/2017,2017,1,10:00 AM-11:00 AM,1.68,1.17,0.15,0.1,1.07,2.62,0.16
Link 3,02/12/2017,2017,1,11:00 AM-12:00 PM,1.55,1.07,0.07,0.05,1.02,4.33,0.07
Link 3,02/12/2017,2017,1,12:00 PM-01:00 PM,1.67,1.16,0.11,0.07,1.08,0.49,0.15
Link 3,02/12/2017,2017,1,01:00 PM-02:00 PM,1.6,1.08,0.06,0.04,1.04,0.56,0.08
Link 3,02/12/2017,2017,1,02:00 PM-03:00 PM,2.25,1.38,0.4,0.22,1.14,3.53,0.36
Link 3,02/12/2017,2017,1,03:00 PM-04:00 PM,2.09,1.48,0.39,0.23,1.2,1.03,0.39
Link 3,02/12/2017,2017,1,04:00 PM-05:00 PM,3.23,2.22,1.17,0.57,1.42,6.03,0.97
Link 3,02/12/2017,2017,1,05:00 PM-06:00 PM,1.92,1.24,0.22,0.13,1.1,1.12,0.22
Link 3,02/12/2017,2017,1,06:00 PM-07:00 PM,2.34,1.53,0.58,0.33,1.15,5.32,0.37
Link 3,02/12/2017,2017,1,07:00 PM-08:00 PM,1.97,1.35,0.3,0.18,1.14,2.74,0.31
Link 3,02/12/2017,2017,1,08:00 PM-09:00 PM,1.61,1.13,0.12,0.08,1.04,4.27,0.11
Link 3,02/12/2017,2017,1,09:00 PM-10:00 PM,2.2,1.54,0.53,0.31,1.17,4.32,0.42
Link 3,02/12/2017,2017,1,10:00 PM-11:00 PM,3.92,2.82,1.72,0.78,1.58,1.57,0.94
Link 3,02/12/2017,2017,1,11:00 PM-12:00 AM,1.5,1.13,0.1,0.07,1.06,0.53,0.13
Link 3,02/19/2017,2017,1,12:00 AM-01:00 AM,1.86,1.0,0.0,0.0,1.0,inf,0.0
Link 3,02/19/2017,2017,1,01:00 AM-02:00 AM,2.01,1.27,0.24,0.13,1.12,1.0,0.24
Link 3,02/19/2017,2017,1,02:00 AM-03:00 AM,1.85,1.13,0.12,0.07,1.06,1.0,0.12
Link 3,02/19/2017,2017,1,03:00 AM-04:00 AM,1.8,1.19,0.16,0.1,1.08,1.0,0.18
Link 3,02/19/2017,2017,1,04:00 AM-05:00 AM,2.64,1.0,0.0,0.0,1.0,inf,0.0
Link 3,02/19/2017,2017,1,05:00 AM-06:00 AM,1.67,1.0,0.0,0.0,1.0,inf,0.0
Link 3,02/19/2017,2017,1,06:00 AM-07:00 AM,1.59,1.19,0.14,0.09,1.09,1.12,0.17
Link 3,02/19/2017,2017,1,07:00 AM-08:00 AM,2.17,1.34,0.34,0.18,1.13,1.46,0.27
Link 3,02/19/2017,2017,1,08:00 AM-09:00 AM,1.73,1.18,0.14,0.09,1.08,1.06,0.16
Link 3,02/19/2017,2017,1,09:00 AM-10:00 AM,2.18,1.65,0.58,0.36,1.21,2.28,0.43
Link 3,02/19/2017,2017,1,10:00 AM-11:00 AM,2.24,1.56,0.6,0.37,1.14,8.4,0.5
Link 3,02/19/2017,2017,1,11:00 AM-12:00 PM,1.82,1.25,0.23,0.14,1.09,2.39,0.22
Link 3,02/19/2017,2017,1,12:00 PM-01:00 PM,1.82,1.31,0.24,0.15,1.13,0.93,0.26
Link 3,02/19/2017,2017,1,01:00 PM-02:00 PM,1.72,1.17,0.14,0.09,1.07,0.47,0.16
Link 3,02/19/2017,2017,1,02:00 PM-03:00 PM,2.05,1.38,0.27,0.15,1.2,0.38,0.27
Link 3,02/19/2017,2017,1,03:00 PM-04:00 PM,1.95,1.39,0.27,0.16,1.2,0.2,0.29
Link 3,02/19/2017,2017,1,04:00 PM-05:00 PM,1.69,1.21,0.17,0.12,1.09,0.56,0.22
Link 3,02/19/2017,2017,1,05:00 PM-06:00 PM,2.01,1.37,0.41,0.26,1.09,4.87,0.23
Link 3,02/19/2017,2017,1,06:00 PM-07:00 PM,1.96,1.41,0.3,0.18,1.19,0.44,0.34
Link 3,02/19/2017,2017,1,07:00 PM-08:00 PM,1.75,1.31,0.25,0.17,1.12,3.34,0.29
Link 3,02/19/2017,2017,1,08:00 PM-09:00 PM,1.59,1.08,0.06,0.04,1.03,1.0,0.07
Link 3,02/19/2017,2017,1,09:00 PM-10:00 PM,1.93,1.28,0.28,0.17,1.1,0.66,0.22
Link 3,02/19/2017,2017,1,10:00 PM-11:00 PM,1.7,1.01,0.01,0.01,1.01,1.0,0.01
Link 3,02/19/2017,2017,1,11:00 PM-12:00 AM,1.8,1.16,0.15,0.09,1.06,8.33,0.14
Link 3,02/26/2017,2017,1,12:00 AM-01:00 AM,1.94,1.23,0.19,0.11,1.11,1.08,0.2
Link 3,02/26/2017,2017,1,01:00 AM-02:00 AM,1.56,1.19,0.14,0.1,1.08,0.82,0.17
Link 3,02/26/2017,2017,1,02:00 AM-03:00 AM,2.34,1.66,0.52,0.29,1.29,1.0,0.51
Link 3,02/26/2017,2017,1,03:00 AM-04:00 AM,2.04,1.27,0.27,0.15,1.1,1.75,0.22
Link 3,02/26/2017,2017,1,04:00 AM-05:00 AM,1.75,1.24,0.19,0.12,1.11,1.25,0.2
Link 3,02/26/2017,2017,1,05:00 AM-06:00 AM,1.57,1.08,0.06,0.04,1.04,0.23,0.08
Link 3,02/26/2017,2017,1,06:00 AM-07:00 AM,1.87,1.25,0.21,0.13,1.11,0.67,0.23
Link 3,02/26/2017,2017,1,07:00 AM-08:00 AM,1.84,1.28,0.23,0.14,1.12,1.73,0.24
Link 3,02/26/2017,2017,1,08:00 AM-09:00 AM,2.07,1.48,0.4,0.24,1.19,2.47,0.42
Link 3,02/26/2017,2017,1,09:00 AM-10:00 AM,2.06,1.54,0.49,0.31,1.18,7.26,0.46
Link 3,02/26/2017,2017,1,10:00 AM-11:00 AM,2.28,1.52,0.49,0.27,1.19,1.94,0.42
Link 3,02/26/2017,2017,1,11:00 AM-12:00 PM,1.93,1.29,0.3,0.18,1.09,6.61,0.28
Link 3,02/26/2017,2017,1,12:00 PM-01:00 PM,1.97,1.36,0.36,0.22,1.11,1.83,0.24
Link 3,02/26/2017,2017,1,01:00 PM-02:00 PM,1.8,1.24,0.21,0.13,1.09,1.35,0.19
Link 3,02/26/2017,2017,1,02:00 PM-03:00 PM,1.99,1.26,0.24,0.14,1.1,2.65,0.25
Link 3,02/26/2017,2017,1,03:00 PM-04:00 PM,2.31,1.64,0.63,0.37,1.19,4.69,0.56
Link 3,02/26/2017,2017,1,04:00 PM-05:00 PM,2.2,1.49,0.5,0.29,1.15,7.22,0.44
Link 3,02/26/2017,2017,1,05:00 PM-06:00 PM,2.39,1.58,0.61,0.35,1.17,8.53,0.45
Link 3,02/26/2017,2017,1,06:00 PM-07:00 PM,1.86,1.25,0.22,0.13,1.11,2.8,0.22
Link 3,02/26/2017,2017,1,07:00 PM-08:00 PM,1.73,1.13,0.11,0.07,1.06,1.05,0.12
Link 3,02/26/2017,2017,1,08:00 PM-09:00 PM,1.95,1.38,0.27,0.16,1.19,1.35,0.33
Link 3,02/26/2017,2017,1,09:00 PM-10:00 PM,2.11,1.35,0.37,0.21,1.11,16.17,0.32
Link 3,02/26/2017,2017,1,10:00 PM-11:00 PM,2.0,1.37,0.34,0.2,1.14,8.18,0.34
Link 3,02/26/2017,2017,1,11:00 PM-12:00 AM,20.82,14.95,15.07,2.62,4.13,129.2,8.83
Link 3,03/05/2017,2017,1,12:00 AM-01:00 AM,1.74,1.09,0.07,0.04,1.05,0.13,0.1
Link 3,03/05/2017,2017,1,02:00 AM-03:00 AM,1.78,1.06,0.06,0.03,1.03,0.4,0.06
Link 3,03/05/2017,2017,1,03:00 AM-04:00 AM,1.72,1.19,0.16,0.11,1.08,2.3,0.17
Link 3,03/05/2017,2017,1,04:00 AM-05:00 AM,1.8,1.35,0.3,0.2,1.13,1.39,0.36
Link 3,03/05/2017,2017,1,05:00 AM-06:00 AM,2.07,1.3,0.27,0.15,1.13,1.0,0.26
Link 3,03/05/2017,2017,1,06:00 AM-07:00 AM,1.65,1.13,0.12,0.08,1.05,1.14,0.1
Link 3,03/05/2017,2017,1,07:00 AM-08:00 AM,1.9,1.23,0.22,0.13,1.09,0.35,0.23
Link 3,03/05/2017,2017,1,08:00 AM-09:00 AM,1.73,1.33,0.18,0.11,1.19,0.22,0.25
Link 3,03/05/2017,2017,1,09:00 AM-10:00 AM,1.64,1.12,0.13,0.08,1.03,4.17,0.11
Link 3,03/05/2017,2017,1,10:00 AM-11:00 AM,1.96,1.23,0.22,0.12,1.1,1.81,0.21
Link 3,03/05/2017,2017,1,11:00 AM-12:00 PM,2.63,1.8,0.85,0.48,1.22,4.73,0.58
Link 3,03/05/2017,2017,1,12:00 PM-01:00 PM,2.43,1.79,0.75,0.44,1.24,5.88,0.58
Link 3,03/05/2017,2017,1,01:00 PM-02:00 PM,1.9,1.36,0.33,0.21,1.13,4.82,0.32
Link 3,03/05/2017,2017,1,02:00 PM-03:00 PM,2.28,1.51,0.53,0.3,1.16,1.95,0.38
Link 3,03/05/2017,2017,1,03:00 PM-04:00 PM,1.86,1.32,0.28,0.18,1.12,4.22,0.28
Link 3,03/05/2017,2017,1,04:00 PM-05:00 PM,2.28,1.45,0.54,0.31,1.11,4.71,0.29
Link 3,03/05/2017,2017,1,05:00 PM-06:00 PM,2.0,1.44,0.4,0.25,1.15,1.46,0.3
Link 3,03/05/2017,2017,1,06:00 PM-07:00 PM,2.31,1.36,0.33,0.17,1.16,0.68,0.31
Link 3,03/05/2017,2017,1,07:00 PM-08:00 PM,2.3,1.62,0.55,0.32,1.23,1.58,0.5
Link 3,03/05/2017,2017,1,08:00 PM-09:00 PM,12.57,6.44,6.52,1.08,3.1,6.88,3.21
Link 3,03/05/2017,2017,1,09:00 PM-10:00 PM,1.96,1.3,0.32,0.2,1.08,13.8,0.24
Link 3,03/05/2017,2017,1,10:00 PM-11:00 PM,2.13,1.47,0.48,0.29,1.13,7.9,0.37
Link 3,03/05/2017,2017,1,11:00 PM-12:00 AM,2.29,1.67,0.5,0.28,1.31,0.54,0.41
Link 3,03/19/2017,2017,1,12:00 AM-01:00 AM,2.2,1.64,0.59,0.37,1.2,9.05,0.52
Link 3,03/19/2017,2017,1,02:00 AM-03:00 AM,2.06,1.5,0.45,0.28,1.17,5.23,0.41
Link 3,03/19/2017,2017,1,03:00 AM-04:00 AM,1.67,1.01,0.01,0.01,1.01,1.0,0.01
Link 3,03/19/2017,2017,1,04:00 AM-05:00 AM,1.68,1.12,0.11,0.07,1.05,3.2,0.11
Link 3,03/19/2017,2017,1,05:00 AM-06:00 AM,3.89,1.0,0.0,0.0,1.0,inf,0.0
Link 3,03/19/2017,2017,1,06:00 AM-07:00 AM,2.75,1.73,0.7,0.34,1.29,2.03,0.59
Link 3,03/19/2017,2017,1,07:00 AM-08:00 AM,2.16,1.61,0.49,0.29,1.25,2.26,0.49
Link 3,03/19/2017,2017,1,08:00 AM-09:00 AM,2.25,1.56,0.49,0.28,1.22,0.98,0.46
Link 3,03/19/2017,2017,1,09:00 AM-10:00 AM,2.62,1.72,0.78,0.42,1.21,29.33,0.59
Link 3,03/19/2017,2017,1,10:00 AM-11:00 AM,1.55,1.1,0.09,0.06,1.03,10.8,0.08
Link 3,03/19/2017,2017,1,11:00 AM-12:00 PM,2.09,1.47,0.5,0.31,1.12,9.17,0.41
Link 3,03/19/2017,2017,1,12:00 PM-01:00 PM,1.76,1.26,0.2,0.13,1.12,0.71,0.25
Link 3,03/19/2017,2017,1,01:00 PM-02:00 PM,1.99,1.45,0.43,0.28,1.14,1.18,0.29
Link 3,03/19/2017,2017,1,02:00 PM-03:00 PM,2.46,1.59,0.5,0.25,1.27,1.18,0.46
Link 3,03/19/2017,2017,1,03:00 PM-04:00 PM,1.92,1.38,0.31,0.19,1.16,0.86,0.28
Link 3,03/19/2017,2017,1,04:00 PM-05:00 PM,2.07,1.46,0.46,0.28,1.14,1.83,0.26
Link 3,03/19/2017,2017,1,05:00 PM-06:00 PM,1.92,1.41,0.35,0.22,1.16,1.54,0.34
Link 3,03/19/2017,2017,1,06:00 PM-07:00 PM,2.26,1.46,0.5,0.28,1.14,2.14,0.43
Link 3,03/19/2017,2017,1,07:00 PM-08:00 PM,1.53,1.07,0.05,0.04,1.03,0.5,0.07
Link 3,03/19/2017,2017,1,08:00 PM-09:00 PM,1.62,1.19,0.16,0.11,1.07,1.04,0.16
Link 3,03/19/2017,2017,1,09:00 PM-10:00 PM,2.67,1.8,0.85,0.46,1.23,3.01,0.6
Link 3,03/19/2017,2017,1,10:00 PM-11:00 PM,2.61,1.78,0.78,0.42,1.25,5.91,0.76
Link 3,03/19/2017,2017,1,11:00 PM-12:00 AM,1.75,1.2,0.18,0.11,1.08,1.03,0.19
Link 3,03/26/2017,2017,1,12:00 AM-01:00 AM,1.36,1.01,0.01,0.01,1.01,1.0,0.01
Link 3,03/26/2017,2017,1,02:00 AM-03:00 AM,2.36,1.31,0.32,0.16,1.14,1.06,0.27
Link 3,03/26/2017,2017,1,03:00 AM-04:00 AM,1.52,1.19,0.13,0.1,1.08,1.0,0.17
Link 3,03/26/2017,2017,1,04:00 AM-05:00 AM,2.1,1.0,0.0,0.0,1.0,inf,0.0
Link 3,03/26/2017,2017,1,06:00 AM-07:00 AM,1.43,1.01,0.01,0.01,1.0,1.0,0.01
Link 3,03/26/2017,2017,1,07:00 AM-08:00 AM,1.85,1.16,0.14,0.08,1.07,0.51,0.18
Link 3,03/26/2017,2017,1,08:00 AM-09:00 AM,2.54,1.6,0.64,0.34,1.19,2.24,0.45
Link 3,03/26/2017,2017,1,09:00 AM-10:00 AM,1.54,1.04,0.03,0.02,1.02,0.6,0.04
Link 3,03/26/2017,2017,1,10:00 AM-11:00 AM,2.64,1.86,0.75,0.4,1.33,0.72,0.49
Link 3,03/26/2017,2017,1,11:00 AM-12:00 PM,2.2,1.38,0.39,0.21,1.13,4.32,0.31
Link 3,03/26/2017,2017,1,12:00 PM-01:00 PM,2.06,1.4,0.46,0.29,1.09,3.29,0.29
Link 3,03/26/2017,2017,1,01:00 PM-02:00 PM,2.17,1.56,0.5,0.3,1.2,3.74,0.48
Link 3,03/26/2017,2017,1,02:00 PM-03:00 PM,2.22,1.34,0.33,0.17,1.14,1.34,0.29
Link 3,03/26/2017,2017,1,03:00 PM-04:00 PM,3.2,2.22,1.26,0.65,1.34,10.87,0.92
Link 3,03/26/2017,2017,1,04:00 PM-05:00 PM,1.69,1.13,0.14,0.09,1.04,1.46,0.15
Link 3,03/26/2017,2017,1,05:00 PM-06:00 PM,2.13,1.5,0.46,0.28,1.17,2.02,0.37
Link 3,03/26/2017,2017,1,06:00 PM-07:00 PM,2.68,1.91,0.95,0.55,1.23,2.22,0.58
Link 3,03/26/2017,2017,1,07:00 PM-08:00 PM,1.95,1.37,0.4,0.26,1.09,23.12,0.27
Link 3,03/26/2017,2017,1,08:00 PM-09:00 PM,1.9,1.29,0.29,0.18,1.1,1.52,0.21
Link 3,03/26/2017,2017,1,09:00 PM-10:00 PM,2.9,1.66,0.81,0.39,1.2,1.58,0.39
Link 3,03/26/2017,2017,1,10:00 PM-11:00 PM,2.74,1.6,0.61,0.29,1.24,2.27,0.48
Link 3,03/26/2017,2017,1,11:00 PM-12:00 AM,2.35,1.44,0.41,0.21,1.19,1.28,0.37
Link 3,04/02/2017,2017,1,12:00 AM-01:00 AM,2.57,1.64,0.61,0.31,1.25,1.51,0.45
Link 3,04/02/2017,2017,1,01:00 AM-02:00 AM,1.85,1.13,0.12,0.07,1.06,1.0,0.12
Link 3,04/02/2017,2017,1,02:00 AM-03:00 AM,1.99,1.0,0.0,0.0,1.0,inf,0.0
Link 3,04/02/2017,2017,1,03:00 AM-04:00 AM,2.17,1.4,0.35,0.19,1.18,1.0,0.34
Link 3,04/02/2017,2017,1,04:00 AM-05:00 AM,1.68,1.27,0.2,0.13,1.12,1.0,0.24
Link 3,04/02/2017,2017,1,05:00 AM-06:00 AM,1.49,1.0,0.0,0.0,1.0,inf,0.0
Link 3,04/02/2017,2017,1,06:00 AM-07:00 AM,2.35,1.55,0.58,0.33,1.17,2.78,0.44
Link 3,04/02/2017,2017,1,07:00 AM-08:00 AM,1.85,1.24,0.28,0.18,1.05,7.7,0.12
Link 3,04/02/2017,2017,1,08:00 AM-09:00 AM,2.93,2.17,1.06,0.57,1.38,5.19,0.82
Link 3,04/02/2017,2017,1,09:00 AM-10:00 AM,1.81,1.15,0.13,0.08,1.07,0.63,0.15
Link 3,04/02/2017,2017,1,10:00 AM-11:00 AM,1.78,1.24,0.22,0.14,1.09,1.69,0.2
Link 3,04/02/2017,2017,1,11:00 AM-12:00 PM,2.09,1.45,0.45,0.28,1.13,7.93,0.36
Link 3,04/02/2017,2017,1,12:00 PM-01:00 PM,2.14,1.43,0.41,0.24,1.16,1.56,0.36
Link 3,04/02/2017,2017,1,01:00 PM-02:00 PM,1.64,1.24,0.22,0.16,1.07,24.5,0.23
Link 3,04/02/2017,2017,1,02:00 PM-03:00 PM,2.35,1.38,0.49,0.26,1.1,2.2,0.29
Link 3,04/02/2017,2017,1,03:00 PM-04:00 PM,2.32,1.31,0.3,0.15,1.14,0.85,0.28
Link 3,04/02/2017,2017,1,04:00 PM-05:00 PM,1.97,1.25,0.31,0.18,1.06,6.17,0.26
Link 3,04/02/2017,2017,1,05:00 PM-06:00 PM,1.74,1.25,0.22,0.14,1.09,1.44,0.26
Link 3,04/02/2017,2017,1,06:00 PM-07:00 PM,1.64,1.13,0.08,0.05,1.07,0.1,0.14
Link 3,04/02/2017,2017,1,07:00 PM-08:00 PM,1.87,1.35,0.25,0.16,1.16,0.98,0.3
Link 3,04/02/2017,2017,1,08:00 PM-09:00 PM,1.7,1.02,0.02,0.01,1.0,inf,0.01
Link 3,04/02/2017,2017,1,09:00 PM-10:00 PM,2.54,1.59,0.53,0.26,1.26,1.06,0.45
Link 3,04/02/2017,2017,1,10:00 PM-11:00 PM,2.31,1.42,0.5,0.28,1.11,3.86,0.32
Link 3,04/02/2017,2017,1,11:00 PM-12:00 AM,2.07,1.52,0.43,0.26,1.2,1.53,0.4
Link 3,04/09/2017,2017,1,12:00 AM-01:00 AM,1.67,1.08,0.06,0.04,1.04,0.0,0.09
Link 3,04/09/2017,2017,1,01:00 AM-02:00 AM,1.91,1.34,0.29,0.18,1.14,1.81,0.3
Link 3,04/09/2017,2017,1,03:00 AM-04:00 AM,1.7,1.04,0.03,0.02,1.02,0.23,0.05
Link 3,04/09/2017,2017,1,04:00 AM-05:00 AM,1.44,1.06,0.06,0.04,1.02,inf,0.05
Link 3,04/09/2017,2017,1,05:00 AM-06:00 AM,2.14,1.45,0.41,0.24,1.17,14.0,0.4
Link 3,04/09/2017,2017,1,06:00 AM-07:00 AM,2.15,1.39,0.37,0.21,1.15,1.85,0.33
Link 3,04/09/2017,2017,1,07:00 AM-08:00 AM,2.03,1.58,0.42,0.26,1.25,0.75,0.39
Link 3,04/09/2017,2017,1,08:00 AM-09:00 AM,1.82,1.02,0.02,0.01,1.01,1.0,0.02
Link 3,04/09/2017,2017,1,09:00 AM-10:00 AM,1.7,1.26,0.23,0.15,1.09,1.33,0.19
Link 3,04/09/2017,2017,1,10:00 AM-11:00 AM,1.73,1.21,0.18,0.11,1.09,2.57,0.21
Link 3,04/09/2017,2017,1,11:00 AM-12:00 PM,2.19,1.63,0.57,0.35,1.21,3.86,0.57
Link 3,04/09/2017,2017,1,12:00 PM-01:00 PM,1.89,1.17,0.16,0.09,1.07,0.94,0.14
Link 3,04/09/2017,2017,1,01:00 PM-02:00 PM,1.9,1.23,0.25,0.15,1.06,3.07,0.18
Link 3,04/09/2017,2017,1,02:00 PM-03:00 PM,2.38,1.58,0.48,0.25,1.26,1.54,0.48
Link 3,04/09/2017,2017,1,03:00 PM-04:00 PM,3.82,2.39,1.69,0.79,1.33,5.51,1.05
Link 3,04/09/2017,2017,1,04:00 PM-05:00 PM,1.85,1.32,0.3,0.19,1.11,2.33,0.28
Link 3,04/09/2017,2017,1,05:00 PM-06:00 PM,2.13,1.53,0.48,0.29,1.18,3.67,0.4
Link 3,04/09/2017,2017,1,06:00 PM-07:00 PM,1.98,1.26,0.24,0.14,1.11,2.64,0.24
Link 3,04/09/2017,2017,1,07:00 PM-08:00 PM,1.61,1.16,0.15,0.11,1.05,1.61,0.13
Link 3,04/09/2017,2017,1,08:00 PM-09:00 PM,1.75,1.16,0.16,0.1,1.06,3.09,0.14
Link 3,04/09/2017,2017,1,09:00 PM-10:00 PM,2.97,1.95,0.97,0.49,1.31,41.73,0.83
Link 3,04/09/2017,2017,1,10:00 PM-11:00 PM,2.45,1.47,0.54,0.28,1.15,3.88,0.42
Link 3,04/09/2017,2017,1,11:00 PM-12:00 AM,1.82,1.15,0.11,0.06,1.08,0.0,0.15
Link 3,04/16/2017,2017,1,12:00 AM-01:00 AM,1.49,1.0,0.0,0.0,1.0,inf,0.0
Link 3,04/16/2017,2017,1,02:00 AM-03:00 AM,1.43,1.0,0.0,0.0,1.0,inf,0.0
Link 3,04/16/2017,2017,1,03:00 AM-04:00 AM,1.57,1.0,0.0,0.0,1.0,inf,0.0
Link 3,04/16/2017,2017,1,04:00 AM-05:00 AM,1.87,1.3,0.24,0.15,1.13,1.0,0.27
Link 3,04/16/2017,2017,1,06:00 AM-07:00 AM,1.9,1.2,0.18,0.1,1.09,1.92,0.21
Link 3,04/16/2017,2017,1,07:00 AM-08:00 AM,2.1,1.42,0.36,0.21,1.17,1.5,0.35
Link 3,04/16/2017,2017,1,08:00 AM-09:00 AM,1.81,1.27,0.24,0.16,1.1,3.0,0.27
Link 3,04/16/2017,2017,1,09:00 AM-10:00 AM,1.64,1.18,0.16,0.1,1.07,1.97,0.16
Link 3,04/16/2017,2017,1,10:00 AM-11:00 AM,2.23,1.48,0.48,0.27,1.16,3.04,0.4
Link 3,04/16/2017,2017,1,11:00 AM-12:00 PM,2.34,1.63,0.64,0.37,1.19,2.6,0.39
Link 3,04/16/2017,2017,1,12:00 PM-01:00 PM,1.91,1.38,0.34,0.21,1.14,1.25,0.32
Link 3,04/16/2017,2017,1,01:00 PM-02:00 PM,2.15,1.47,0.4,0.23,1.19,1.3,0.39
Link 3,04/16/2017,2017,1,02:00 PM-03:00 PM,2.17,1.51,0.41,0.23,1.22,0.73,0.39
Link 3,04/16/2017,2017,1,03:00 PM-04:00 PM,2.02,1.44,0.33,0.19,1.21,0.47,0.3
Link 3,04/16/2017,2017,1,04:00 PM-05:00 PM,1.66,1.26,0.19,0.13,1.12,2.02,0.23
Link 3,04/16/2017,2017,1,05:00 PM-06:00 PM,2.08,1.43,0.44,0.27,1.13,1.74,0.29
Link 3,04/16/2017,2017,1,06:00 PM-07:00 PM,1.79,1.27,0.23,0.15,1.1,1.52,0.2
Link 3,04/16/2017,2017,1,07:00 PM-08:00 PM,1.71,1.14,0.13,0.08,1.05,0.66,0.13
Link 3,04/16/2017,2017,1,08:00 PM-09:00 PM,3.41,1.8,0.9,0.36,1.32,1.39,0.6
Link 3,04/16/2017,2017,1,09:00 PM-10:00 PM,1.94,1.17,0.15,0.08,1.08,0.31,0.16
Link 3,04/16/2017,2017,1,10:00 PM-11:00 PM,1.9,1.38,0.31,0.2,1.16,1.03,0.33
Link 3,04/16/2017,2017,1,11:00 PM-12:00 AM,2.43,1.66,0.62,0.35,1.24,6.96,0.58
Link 3,04/23/2017,2017,1,12:00 AM-01:00 AM,1.77,1.21,0.18,0.11,1.09,2.49,0.2
Link 3,04/23/2017,2017,1,01:00 AM-02:00 AM,2.41,1.33,0.37,0.18,1.12,inf,0.29
Link 3,04/23/2017,2017,1,03:00 AM-04:00 AM,1.82,1.31,0.26,0.17,1.12,4.0,0.27
Link 3,04/23/2017,2017,1,04:00 AM-05:00 AM,2.48,1.77,0.61,0.32,1.34,1.0,0.58
Link 3,04/23/2017,2017,1,05:00 AM-06:00 AM,9.96,5.63,5.98,1.5,2.25,37.15,3.36
Link 3,04/23/2017,2017,1,06:00 AM-07:00 AM,1.7,1.24,0.21,0.14,1.09,1.92,0.21
Link 3,04/23/2017,2017,1,07:00 AM-08:00 AM,1.7,1.12,0.11,0.07,1.05,0.74,0.15
Link 3,04/23/2017,2017,1,08:00 AM-09:00 AM,1.58,1.14,0.12,0.08,1.05,2.05,0.13
Link 3,04/23/2017,2017,1,09:00 AM-10:00 AM,1.78,1.06,0.06,0.03,1.03,0.4,0.06
Link 3,04/23/2017,2017,1,10:00 AM-11:00 AM,1.75,1.19,0.18,0.12,1.06,3.08,0.17
Link 3,04/23/2017,2017,1,11:00 AM-12:00 PM,1.76,1.31,0.25,0.17,1.13,1.24,0.25
Link 3,04/23/2017,2017,1,12:00 PM-01:00 PM,2.68,1.64,0.73,0.37,1.19,1.89,0.38
Link 3,04/23/2017,2017,1,01:00 PM-02:00 PM,1.68,1.14,0.15,0.1,1.04,1.92,0.12
Link 3,04/23/2017,2017,1,02:00 PM-03:00 PM,1.9,1.12,0.13,0.08,1.04,0.79,0.15
Link 3,04/23/2017,2017,1,03:00 PM-04:00 PM,4.43,3.02,2.19,0.98,1.52,3.51,1.0
Link 3,04/23/2017,2017,1,04:00 PM-05:00 PM,1.7,1.24,0.2,0.13,1.1,1.33,0.21
Link 3,04/23/2017,2017,1,05:00 PM-06:00 PM,2.17,1.41,0.44,0.26,1.12,7.46,0.37
Link 3,04/23/2017,2017,1,06:00 PM-07:00 PM,1.89,1.22,0.21,0.13,1.08,1.06,0.23
Link 3,04/23/2017,2017,1,07:00 PM-08:00 PM,2.37,1.48,0.6,0.34,1.11,4.83,0.32
Link 3,04/23/2017,2017,1,08:00 PM-09:00 PM,2.17,1.46,0.42,0.24,1.18,0.87,0.35
Link 3,04/23/2017,2017,1,09:00 PM-10:00 PM,2.33,1.5,0.47,0.25,1.2,3.33,0.43
Link 3,04/23/2017,2017,1,10:00 PM-11:00 PM,2.08,1.24,0.23,0.12,1.11,1.75,0.21
Link 3,04/23/2017,2017,1,11:00 PM-12:00 AM,2.0,1.25,0.22,0.13,1.11,1.18,0.21
Link 3,04/30/2017,2017,1,12:00 AM-01:00 AM,2.18,1.19,0.2,0.1,1.08,1.23,0.17
Link 3,04/30/2017,2017,1,01:00 AM-02:00 AM,1.82,1.02,0.02,0.01,1.01,1.0,0.02
Link 3,04/30/2017,2017,1,02:00 AM-03:00 AM,3.25,2.41,1.3,0.67,1.44,10.37,1.09
Link 3,04/30/2017,2017,1,03:00 AM-04:00 AM,1.65,1.23,0.17,0.11,1.1,0.7,0.21
Link 3,04/30/2017,2017,1,04:00 AM-05:00 AM,1.42,1.15,0.1,0.08,1.07,1.0,0.14
Link 3,04/30/2017,2017,1,06:00 AM-07:00 AM,2.34,1.59,0.5,0.27,1.25,1.48,0.47
Link 3,04/30/2017,2017,1,07:00 AM-08:00 AM,2.2,1.56,0.48,0.28,1.22,2.8,0.45
Link 3,04/30/2017,2017,1,08:00 AM-09:00 AM,1.59,1.08,0.07,0.05,1.03,3.67,0.08
Link 3,04/30/2017,2017,1,09:00 AM-10:00 AM,1.61,1.15,0.14,0.1,1.05,14.83,0.13
Link 3,04/30/2017,2017,1,10:00 AM-11:00 AM,1.85,1.47,0.31,0.2,1.22,1.22,0.38
Link 3,04/30/2017,2017,1,11:00 AM-12:00 PM,3.42,2.21,1.28,0.6,1.38,10.95,0.95
Link 3,04/30/2017,2017,1,12:00 PM-01:00 PM,2.5,1.84,0.81,0.48,1.24,8.89,0.65
Link 3,04/30/2017,2017,1,01:00 PM-02:00 PM,1.74,1.19,0.16,0.1,1.08,1.21,0.15
