LinkName,Date,Year,Day-of-the-week,Time-of-the-day,PT,PTI,BT,BTI,TTI,L_Skew,L_Var
Link 2,11/24/2019,2019,1,07:00 PM-08:00 PM,15.0,3.87,6.25,0.72,2.26,1.0,1.27
Link 2,11/24/2019,2019,1,08:00 PM-09:00 PM,10.46,6.38,6.25,1.48,2.57,4.74,2.5
Link 2,11/24/2019,2019,1,10:00 PM-11:00 PM,2.79,1.55,0.56,0.25,1.24,1.0,0.44
Link 2,11/24/2019,2019,1,11:00 PM-12:00 AM,2.02,1.0,0.0,0.0,1.0,inf,0.0
Link 2,12/01/2019,2019,1,05:00 AM-06:00 AM,1.43,1.0,0.0,0.0,1.0,inf,0.0
Link 2,12/01/2019,2019,1,06:00 AM-07:00 AM,4.83,1.0,0.0,0.0,1.0,inf,0.0
Link 2,12/01/2019,2019,1,08:00 AM-09:00 AM,1.74,1.0,0.0,0.0,1.0,inf,0.0
Link 2,12/01/2019,2019,1,09:00 AM-10:00 AM,2.02,1.0,0.0,0.0,1.0,inf,0.0
Link 2,12/01/2019,2019,1,10:00 AM-11:00 AM,2.13,1.26,0.25,0.13,1.11,1.0,0.23
Link 2,12/01/2019,2019,1,11:00 AM-12:00 PM,1.39,1.0,0.0,0.0,1.0,inf,0.0
Link 2,12/01/2019,2019,1,12:00 PM-01:00 PM,2.77,1.77,0.68,0.32,1.34,1.0,0.58
Link 2,12/01/2019,2019,1,01:00 PM-02:00 PM,2.07,1.23,0.22,0.12,1.1,1.0,0.21
Link 2,12/01/2019,2019,1,02:00 PM-03:00 PM,3.6,1.62,0.78,0.28,1.27,1.0,0.49
Link 2,12/01/2019,2019,1,03:00 PM-04:00 PM,2.32,1.0,0.0,0.0,1.0,inf,0.0
Link 2,12/01/2019,2019,1,04:00 PM-05:00 PM,2.6,1.96,0.79,0.43,1.37,8.67,0.81
Link 2,12/01/2019,2019,1,05:00 PM-06:00 PM,3.81,1.71,0.9,0.31,1.31,1.2,0.55
Link 2,12/01/2019,2019,1,06:00 PM-07:00 PM,2.29,1.28,0.28,0.14,1.12,1.0,0.25
Link 2,12/01/2019,2019,1,08:00 PM-09:00 PM,10.46,1.0,0.0,0.0,1.0,inf,0.0
Link 2,12/01/2019,2019,1,09:00 PM-10:00 PM,2.3,1.12,0.13,0.06,1.05,1.0,0.11
Link 2,12/08/2019,2019,1,01:00 AM-02:00 AM,10.46,1.0,0.0,0.0,1.0,inf,0.0
Link 2,12/08/2019,2019,1,02:00 AM-03:00 AM,8.97,1.0,0.0,0.0,1.0,inf,0.0
Link 2,12/08/2019,2019,1,03:00 AM-04:00 AM,12.55,1.0,0.0,0.0,1.0,inf,0.0
Link 2,12/08/2019,2019,1,05:00 AM-06:00 AM,4.83,1.0,0.0,0.0,1.0,inf,0.0
Link 2,12/08/2019,2019,1,06:00 AM-07:00 AM,7.25,4.34,3.48,0.92,2.26,18.0,2.64
Link 2,12/08/2019,2019,1,07:00 AM-08:00 AM,2.87,1.93,0.82,0.4,1.37,2.79,0.73
Link 2,12/08/2019,2019,1,08:00 AM-09:00 AM,10.0,3.85,4.16,0.71,2.25,1.0,1.27
Link 2,12/08/2019,2019,1,09:00 AM-10:00 AM,7.95,6.33,5.11,1.8,2.26,13.48,2.74
Link 2,12/08/2019,2019,1,10:00 AM-11:00 AM,12.55,6.2,5.03,0.67,3.72,0.5,1.2
Link 2,12/08/2019,2019,1,11:00 AM-12:00 PM,12.59,8.1,8.27,1.91,2.78,16.19,4.07
Link 2,12/08/2019,2019,1,12:00 PM-01:00 PM,8.53,6.06,5.21,1.57,2.36,7.83,2.64
Link 2,12/08/2019,2019,1,01:00 PM-02:00 PM,2.05,1.33,0.29,0.17,1.14,1.25,0.29
Link 2,12/08/2019,2019,1,02:00 PM-03:00 PM,1.34,1.0,0.0,0.0,1.0,inf,0.0
Link 2,12/08/2019,2019,1,03:00 PM-04:00 PM,8.27,4.74,4.08,0.97,2.41,22.61,2.99
Link 2,12/08/2019,2019,1,04:00 PM-05:00 PM,3.74,1.79,1.04,0.38,1.29,inf,0.7
Link 2,12/08/2019,2019,1,05:00 PM-06:00 PM,5.06,2.15,1.52,0.43,1.5,1.0,0.76
Link 2,12/08/2019,2019,1,06:00 PM-07:00 PM,7.31,3.24,3.13,0.75,1.85,1.99,1.28
Link 2,12/08/2019,2019,1,07:00 PM-08:00 PM,19.35,10.16,10.53,1.19,4.63,2.43,2.49
Link 2,12/08/2019,2019,1,08:00 PM-09:00 PM,6.04,3.5,3.08,1.04,1.72,8.07,1.62
Link 2,12/08/2019,2019,1,10:00 PM-11:00 PM,15.69,10.82,8.1,1.07,5.23,5.31,3.86
Link 2,12/15/2019,2019,1,12:00 AM-01:00 AM,8.71,1.94,2.38,0.38,1.41,1.0,0.67
Link 2,12/15/2019,2019,1,01:00 AM-02:00 AM,12.55,1.0,0.0,0.0,1.0,inf,0.0
Link 2,12/15/2019,2019,1,02:00 AM-03:00 AM,10.46,1.0,0.0,0.0,1.0,inf,0.0
Link 2,12/15/2019,2019,1,03:00 AM-04:00 AM,7.84,1.0,0.0,0.0,1.0,inf,0.0
Link 2,12/15/2019,2019,1,04:00 AM-05:00 AM,3.3,1.0,0.0,0.0,1.0,inf,0.0
Link 2,12/15/2019,2019,1,05:00 AM-06:00 AM,6.88,1.25,0.78,0.13,1.11,1.0,0.23
Link 2,12/15/2019,2019,1,06:00 AM-07:00 AM,5.71,1.0,0.0,0.0,1.0,inf,0.0
Link 2,12/15/2019,2019,1,07:00 AM-08:00 AM,6.28,1.0,0.0,0.0,1.0,inf,0.0
Link 2,12/15/2019,2019,1,08:00 AM-09:00 AM,1.63,1.22,0.17,0.11,1.1,1.0,0.2
Link 2,12/15/2019,2019,1,09:00 AM-10:00 AM,1.71,1.28,0.22,0.15,1.12,1.56,0.25
Link 2,12/15/2019,2019,1,10:00 AM-11:00 AM,4.38,3.33,2.09,0.91,1.74,2.23,1.17
Link 2,12/15/2019,2019,1,11:00 AM-12:00 PM,2.64,1.88,0.68,0.35,1.39,0.46,0.52
Link 2,12/15/2019,2019,1,12:00 PM-01:00 PM,4.53,3.15,2.03,0.81,1.74,1.87,1.07
Link 2,12/15/2019,2019,1,01:00 PM-02:00 PM,4.3,2.35,1.79,0.71,1.37,21.65,1.03
Link 2,12/15/2019,2019,1,02:00 PM-03:00 PM,15.69,2.54,4.53,0.41,1.81,0.0,0.69
Link 2,12/15/2019,2019,1,03:00 PM-04:00 PM,2.06,1.3,0.27,0.15,1.13,1.0,0.27
Link 2,12/15/2019,2019,1,04:00 PM-05:00 PM,4.66,2.94,1.73,0.59,1.85,1.51,1.08
Link 2,12/15/2019,2019,1,05:00 PM-06:00 PM,7.75,2.39,2.27,0.41,1.69,0.16,0.71
Link 2,12/15/2019,2019,1,06:00 PM-07:00 PM,5.03,2.65,1.76,0.54,1.72,1.0,0.96
Link 2,12/15/2019,2019,1,07:00 PM-08:00 PM,8.8,2.01,2.37,0.37,1.47,0.88,0.69
Link 2,12/15/2019,2019,1,08:00 PM-09:00 PM,1.46,1.0,0.0,0.0,1.0,inf,0.0
Link 2,12/15/2019,2019,1,10:00 PM-11:00 PM,10.46,1.0,0.0,0.0,1.0,inf,0.0
Link 2,12/22/2019,2019,1,01:00 AM-02:00 AM,2.32,1.0,0.0,0.0,1.0,inf,0.0
Link 2,12/22/2019,2019,1,05:00 AM-06:00 AM,1.18,1.0,0.0,0.0,1.0,inf,0.0
Link 2,12/22/2019,2019,1,06:00 AM-07:00 AM,1.14,1.0,0.0,0.0,1.0,inf,0.0
Link 2,12/22/2019,2019,1,08:00 AM-09:00 AM,2.12,1.22,0.24,0.13,1.08,inf,0.19
Link 2,12/22/2019,2019,1,09:00 AM-10:00 AM,2.89,2.37,1.12,0.64,1.45,8.92,1.05
Link 2,12/22/2019,2019,1,10:00 AM-11:00 AM,9.73,8.11,6.19,1.75,2.95,6.82,3.02
Link 2,12/22/2019,2019,1,11:00 AM-12:00 PM,1.61,1.0,0.0,0.0,1.0,inf,0.0
Link 2,12/22/2019,2019,1,12:00 PM-01:00 PM,1.21,1.02,0.01,0.01,1.01,1.0,0.02
Link 2,12/22/2019,2019,1,01:00 PM-02:00 PM,2.61,1.52,0.44,0.2,1.26,0.69,0.42
Link 2,12/22/2019,2019,1,02:00 PM-03:00 PM,10.01,3.64,4.08,0.69,2.15,1.0,1.22
Link 2,12/22/2019,2019,1,03:00 PM-04:00 PM,2.68,2.03,0.88,0.49,1.37,3.9,0.78
Link 2,12/22/2019,2019,1,04:00 PM-05:00 PM,2.73,1.0,0.0,0.0,1.0,inf,0.0
Link 2,12/22/2019,2019,1,05:00 PM-06:00 PM,2.85,1.0,0.0,0.0,1.0,inf,0.0
Link 2,12/22/2019,2019,1,07:00 PM-08:00 PM,1.7,1.0,0.0,0.0,1.0,inf,0.0
Link 2,12/22/2019,2019,1,08:00 PM-09:00 PM,2.51,1.0,0.0,0.0,1.0,inf,0.0
Link 2,12/22/2019,2019,1,09:00 PM-10:00 PM,1.65,1.0,0.0,0.0,1.0,inf,0.0
Link 2,12/22/2019,2019,1,10:00 PM-11:00 PM,1.87,1.29,0.25,0.15,1.12,1.83,0.26
Link 2,12/22/2019,2019,1,11:00 PM-12:00 AM,1.53,1.0,0.0,0.0,1.0,inf,0.0
Link 2,12/29/2019,2019,1,08:00 AM-09:00 AM,1.79,1.0,0.0,0.0,1.0,inf,0.0
Link 2,12/29/2019,2019,1,09:00 AM-10:00 AM,13.76,9.15,8.37,1.55,3.59,11.15,4.53
Link 2,12/29/2019,2019,1,10:00 AM-11:00 AM,8.02,6.97,5.26,1.91,2.4,19.25,3.33
Link 2,12/29/2019,2019,1,11:00 AM-12:00 PM,3.69,1.0,0.0,0.0,1.0,inf,0.0
Link 2,12/29/2019,2019,1,12:00 PM-01:00 PM,1.48,1.14,0.1,0.08,1.06,1.0,0.13
Link 2,12/29/2019,2019,1,02:00 PM-03:00 PM,3.05,1.51,0.6,0.25,1.21,0.7,0.43
Link 2,12/29/2019,2019,1,03:00 PM-04:00 PM,1.96,1.0,0.0,0.0,1.0,inf,0.0
Link 2,12/29/2019,2019,1,04:00 PM-05:00 PM,1.36,1.0,0.0,0.0,1.0,inf,0.0
Link 2,12/29/2019,2019,1,05:00 PM-06:00 PM,1.85,1.37,0.31,0.2,1.14,27.0,0.33
Link 2,12/29/2019,2019,1,07:00 PM-08:00 PM,2.85,1.0,0.0,0.0,1.0,inf,0.0
Link 2,12/29/2019,2019,1,10:00 PM-11:00 PM,3.05,1.95,0.84,0.38,1.42,1.0,0.67
Link 3,01/01/2017,2017,1,12:00 AM-01:00 AM,1.51,1.2,0.15,0.11,1.07,13.0,0.18
Link 3,01/01/2017,2017,1,03:00 AM-04:00 AM,2.05,1.44,0.37,0.22,1.18,1.97,0.36
Link 3,01/01/2017,2017,1,04:00 AM-05:00 AM,1.74,1.0,0.0,0.0,1.0,inf,0.0
Link 3,01/01/2017,2017,1,05:00 AM-06:00 AM,2.55,1.61,0.68,0.36,1.18,5.52,0.49
Link 3,01/01/2017,2017,1,06:00 AM-07:00 AM,2.02,1.24,0.22,0.12,1.1,1.3,0.21
Link 3,01/01/2017,2017,1,07:00 AM-08:00 AM,1.67,1.09,0.07,0.04,1.04,0.2,0.09
Link 3,01/01/2017,2017,1,08:00 AM-09:00 AM,2.9,1.97,0.86,0.42,1.39,3.39,0.77
Link 3,01/01/2017,2017,1,09:00 AM-10:00 AM,1.75,1.28,0.26,0.17,1.09,1.9,0.24
Link 3,01/01/2017,2017,1,10:00 AM-11:00 AM,2.19,1.44,0.4,0.22,1.18,6.29,0.41
Link 3,01/01/2017,2017,1,11:00 AM-12:00 PM,2.84,1.83,0.81,0.4,1.31,1.7,0.58
Link 3,01/01/2017,2017,1,12:00 PM-01:00 PM,1.94,1.31,0.29,0.17,1.12,2.1,0.27
Link 3,01/01/2017,2017,1,01:00 PM-02:00 PM,2.02,1.44,0.4,0.25,1.16,5.2,0.42
Link 3,01/01/2017,2017,1,02:00 PM-03:00 PM,2.15,1.39,0.36,0.2,1.16,2.51,0.38
Link 3,01/01/2017,2017,1,03:00 PM-04:00 PM,1.75,1.21,0.15,0.09,1.1,0.47,0.17
Link 3,01/01/2017,2017,1,04:00 PM-05:00 PM,1.73,1.09,0.08,0.05,1.04,1.0,0.08
Link 3,01/01/2017,2017,1,05:00 PM-06:00 PM,2.13,1.55,0.47,0.28,1.21,3.22,0.44
Link 3,01/01/2017,2017,1,06:00 PM-07:00 PM,2.25,1.53,0.52,0.3,1.17,4.82,0.41
Link 3,01/01/2017,2017,1,07:00 PM-08:00 PM,1.62,1.17,0.14,0.1,1.07,1.93,0.15
Link 3,01/01/2017,2017,1,08:00 PM-09:00 PM,1.75,1.11,0.11,0.07,1.04,0.93,0.11
Link 3,01/01/2017,2017,1,09:00 PM-10:00 PM,1.87,1.31,0.26,0.16,1.13,2.1,0.27
Link 3,01/01/2017,2017,1,10:00 PM-11:00 PM,1.69,1.12,0.11,0.07,1.05,0.2,0.16
Link 3,01/01/2017,2017,1,11:00 PM-12:00 AM,1.69,1.17,0.13,0.08,1.08,0.21,0.17
Link 3,01/08/2017,2017,1,12:00 AM-01:00 AM,2.34,1.58,0.57,0.32,1.2,3.15,0.45
Link 3,01/08/2017,2017,1,01:00 AM-02:00 AM,1.99,1.0,0.0,0.0,1.0,inf,0.0
Link 3,01/08/2017,2017,1,03:00 AM-04:00 AM,1.64,1.0,0.0,0.0,1.0,inf,0.0
Link 3,01/08/2017,2017,1,04:00 AM-05:00 AM,1.99,1.0,0.0,0.0,1.0,inf,0.0
Link 3,01/08/2017,2017,1,05:00 AM-06:00 AM,1.67,1.0,0.0,0.0,1.0,inf,0.0
Link 3,01/08/2017,2017,1,06:00 AM-07:00 AM,1.67,1.02,0.02,0.01,1.01,inf,0.01
Link 3,01/08/2017,2017,1,07:00 AM-08:00 AM,1.72,1.15,0.13,0.08,1.07,0.64,0.14
Link 3,01/08/2017,2017,1,08:00 AM-09:00 AM,1.49,1.04,0.03,0.02,1.02,2.4,0.04
Link 3,01/08/2017,2017,1,09:00 AM-10:00 AM,1.78,1.18,0.15,0.09,1.08,1.43,0.19
Link 3,01/08/2017,2017,1,10:00 AM-11:00 AM,1.68,1.2,0.17,0.11,1.08,2.78,0.19
Link 3,01/08/2017,2017,1,11:00 AM-12:00 PM,2.07,1.47,0.49,0.31,1.12,3.82,0.34
Link 3,01/08/2017,2017,1,12:00 PM-01:00 PM,1.72,1.24,0.2,0.13,1.1,2.06,0.22
Link 3,01/08/2017,2017,1,01:00 PM-02:00 PM,2.08,1.26,0.25,0.14,1.11,0.8,0.25
Link 3,01/08/2017,2017,1,02:00 PM-03:00 PM,2.32,1.65,0.55,0.31,1.26,2.37,0.52
Link 3,01/08/2017,2017,1,03:00 PM-04:00 PM,2.75,1.83,0.72,0.36,1.35,2.01,0.66
Link 3,01/08/2017,2017,1,04:00 PM-05:00 PM,2.53,1.58,0.76,0.43,1.11,3.61,0.3
Link 3,01/08/2017,2017,1,05:00 PM-06:00 PM,1.67,1.17,0.13,0.08,1.08,1.27,0.16
Link 3,01/08/2017,2017,1,06:00 PM-07:00 PM,1.86,1.34,0.25,0.15,1.16,1.43,0.28
Link 3,01/08/2017,2017,1,07:00 PM-08:00 PM,1.94,1.3,0.25,0.15,1.14,1.93,0.27
Link 3,01/08/2017,2017,1,08:00 PM-09:00 PM,1.81,1.23,0.18,0.11,1.11,1.0,0.21
Link 3,01/08/2017,2017,1,09:00 PM-10:00 PM,2.15,1.26,0.28,0.15,1.1,1.53,0.23
Link 3,01/08/2017,2017,1,10:00 PM-11:00 PM,1.95,1.31,0.29,0.17,1.11,4.05,0.28
Link 3,01/08/2017,2017,1,11:00 PM-12:00 AM,2.09,1.37,0.37,0.22,1.13,3.37,0.32
Link 3,01/15/2017,2017,1,12:00 AM-01:00 AM,1.75,1.25,0.2,0.13,1.1,1.13,0.22
Link 3,01/15/2017,2017,1,01:00 AM-02:00 AM,1.95,1.45,0.35,0.22,1.19,1.64,0.37
Link 3,01/15/2017,2017,1,02:00 AM-03:00 AM,1.74,1.04,0.03,0.02,1.02,0.0,0.05
Link 3,01/15/2017,2017,1,03:00 AM-04:00 AM,1.77,1.14,0.12,0.07,1.06,1.0,0.13
Link 3,01/15/2017,2017,1,04:00 AM-05:00 AM,1.49,1.05,0.04,0.03,1.03,0.43,0.05
Link 3,01/15/2017,2017,1,05:00 AM-06:00 AM,1.64,1.02,0.02,0.01,1.01,inf,0.02
Link 3,01/15/2017,2017,1,06:00 AM-07:00 AM,1.78,1.27,0.2,0.13,1.13,1.19,0.25
Link 3,01/15/2017,2017,1,07:00 AM-08:00 AM,1.82,1.27,0.24,0.15,1.1,3.27,0.23
Link 3,01/15/2017,2017,1,08:00 AM-09:00 AM,1.88,1.32,0.31,0.2,1.11,3.56,0.28
Link 3,01/15/2017,2017,1,09:00 AM-10:00 AM,1.41,1.0,0.0,0.0,1.0,inf,0.0
Link 3,01/15/2017,2017,1,10:00 AM-11:00 AM,2.47,1.57,0.54,0.28,1.23,1.93,0.46
Link 3,01/15/2017,2017,1,11:00 AM-12:00 PM,1.82,1.22,0.16,0.1,1.11,0.1,0.21
Link 3,01/15/2017,2017,1,12:00 PM-01:00 PM,1.74,1.2,0.19,0.12,1.07,3.02,0.18
Link 3,01/15/2017,2017,1,01:00 PM-02:00 PM,1.95,1.4,0.37,0.24,1.14,2.34,0.32
Link 3,01/15/2017,2017,1,02:00 PM-03:00 PM,2.36,1.57,0.52,0.28,1.23,1.5,0.42
Link 3,01/15/2017,2017,1,03:00 PM-04:00 PM,2.14,1.41,0.38,0.21,1.16,1.22,0.34
Link 3,01/15/2017,2017,1,04:00 PM-05:00 PM,1.71,1.26,0.2,0.14,1.11,0.96,0.24
Link 3,01/15/2017,2017,1,05:00 PM-06:00 PM,2.68,1.75,0.6,0.29,1.36,0.7,0.53
Link 3,01/15/2017,2017,1,06:00 PM-07:00 PM,1.64,1.14,0.14,0.09,1.04,5.74,0.13
Link 3,01/15/2017,2017,1,07:00 PM-08:00 PM,3.17,2.13,1.23,0.63,1.3,20.77,0.85
Link 3,01/15/2017,2017,1,08:00 PM-09:00 PM,1.86,1.0,0.0,0.0,1.0,inf,0.0
Link 3,01/15/2017,2017,1,09:00 PM-10:00 PM,2.29,1.35,0.34,0.17,1.15,0.41,0.33
Link 3,01/15/2017,2017,1,10:00 PM-11:00 PM,2.18,1.37,0.4,0.23,1.12,5.77,0.32
Link 3,01/15/2017,2017,1,11:00 PM-12:00 AM,2.14,1.53,0.4,0.23,1.24,0.59,0.37
Link 3,01/22/2017,2017,1,12:00 AM-01:00 AM,1.6,1.05,0.04,0.03,1.02,1.0,0.05
Link 3,01/22/2017,2017,1,01:00 AM-02:00 AM,1.95,1.0,0.0,0.0,1.0,inf,0.0
Link 3,01/22/2017,2017,1,02:00 AM-03:00 AM,2.34,1.0,0.0,0.0,1.0,inf,0.0
Link 3,01/22/2017,2017,1,03:00 AM-04:00 AM,1.78,1.04,0.04,0.02,1.02,1.0,0.04
Link 3,01/22/2017,2017,1,04:00 AM-05:00 AM,2.52,1.79,0.77,0.44,1.24,5.89,0.58
Link 3,01/22/2017,2017,1,05:00 AM-06:00 AM,2.27,1.0,0.0,0.0,1.0,inf,0.0
Link 3,01/22/2017,2017,1,06:00 AM-07:00 AM,1.7,1.0,0.0,0.0,1.0,inf,0.0
Link 3,01/22/2017,2017,1,07:00 AM-08:00 AM,2.61,1.55,0.61,0.3,1.19,2.47,0.48
Link 3,01/22/2017,2017,1,08:00 AM-09:00 AM,1.98,1.51,0.47,0.31,1.15,16.37,0.41
Link 3,01/22/2017,2017,1,09:00 AM-10:00 AM,1.44,1.14,0.1,0.07,1.06,0.6,0.12
Link 3,01/22/2017,2017,1,10:00 AM-11:00 AM,2.21,1.45,0.32,0.17,1.24,0.54,0.38
Link 3,01/22/2017,2017,1,11:00 AM-12:00 PM,2.3,1.69,0.72,0.46,1.16,1.68,0.24
Link 3,01/22/2017,2017,1,12:00 PM-01:00 PM,2.06,1.38,0.43,0.27,1.09,3.43,0.2
Link 3,01/22/2017,2017,1,01:00 PM-02:00 PM,6.62,4.44,4.02,1.55,1.74,10.5,1.57
Link 3,01/22/2017,2017,1,02:00 PM-03:00 PM,3.4,2.27,1.27,0.59,1.42,1.56,0.71
Link 3,01/22/2017,2017,1,03:00 PM-04:00 PM,2.12,1.34,0.33,0.18,1.14,1.33,0.32
Link 3,01/22/2017,2017,1,04:00 PM-05:00 PM,2.42,1.62,0.62,0.35,1.2,2.61,0.54
Link 3,01/22/2017,2017,1,05:00 PM-06:00 PM,1.69,1.17,0.13,0.08,1.08,0.85,0.16
Link 3,01/22/2017,2017,1,06:00 PM-07:00 PM,2.03,1.29,0.22,0.12,1.15,0.36,0.24
Link 3,01/22/2017,2017,1,07:00 PM-08:00 PM,4.0,2.41,1.72,0.76,1.37,3.86,0.8
Link 3,01/22/2017,2017,1,08:00 PM-09:00 PM,1.99,1.32,0.32,0.19,1.11,1.19,0.24
Link 3,01/22/2017,2017,1,09:00 PM-10:00 PM,4.89,3.34,2.51,1.05,1.62,6.81,1.42
Link 3,01/22/2017,2017,1,10:00 PM-11:00 PM,2.14,1.19,0.16,0.08,1.1,0.37,0.16
Link 3,01/22/2017,2017,1,11:00 PM-12:00 AM,2.02,1.3,0.25,0.14,1.14,0.56,0.27
Link 3,01/29/2017,2017,1,12:00 AM-01:00 AM,1.97,1.33,0.32,0.2,1.11,1.62,0.29
Link 3,01/29/2017,2017,1,01:00 AM-02:00 AM,1.51,1.0,0.0,0.0,1.0,inf,0.0
Link 3,01/29/2017,2017,1,03:00 AM-04:00 AM,1.69,1.06,0.06,0.03,1.02,3.1,0.05
Link 3,01/29/2017,2017,1,04:00 AM-05:00 AM,1.77,1.37,0.25,0.16,1.18,0.69,0.32
Link 3,01/29/2017,2017,1,05:00 AM-06:00 AM,1.2,1.0,0.0,0.0,1.0,inf,0.0
Link 3,01/29/2017,2017,1,06:00 AM-07:00 AM,1.49,1.0,0.0,0.0,1.0,inf,0.0
Link 3,01/29/2017,2017,1,07:00 AM-08:00 AM,2.09,1.36,0.35,0.2,1.13,2.06,0.29
Link 3,01/29/2017,2017,1,08:00 AM-09:00 AM,3.63,2.31,1.42,0.64,1.41,27.06,1.2
Link 3,01/29/2017,2017,1,09:00 AM-10:00 AM,1.83,1.33,0.3,0.19,1.11,3.35,0.27
Link 3,01/29/2017,2017,1,10:00 AM-11:00 AM,1.51,1.06,0.05,0.03,1.03,1.0,0.06
Link 3,01/29/2017,2017,1,11:00 AM-12:00 PM,1.67,1.24,0.18,0.12,1.11,0.28,0.2
Link 3,01/29/2017,2017,1,12:00 PM-01:00 PM,2.01,1.37,0.36,0.22,1.13,2.16,0.29
Link 3,01/29/2017,2017,1,01:00 PM-02:00 PM,1.73,1.27,0.21,0.13,1.12,0.21,0.27
Link 3,01/29/2017,2017,1,02:00 PM-03:00 PM,2.56,1.9,0.79,0.45,1.31,2.45,0.68
Link 3,01/29/2017,2017,1,03:00 PM-04:00 PM,2.05,1.37,0.33,0.19,1.15,2.1,0.31
Link 3,01/29/2017,2017,1,04:00 PM-05:00 PM,1.93,1.35,0.35,0.22,1.1,6.77,0.32
Link 3,01/29/2017,2017,1,05:00 PM-06:00 PM,1.81,1.3,0.23,0.14,1.14,0.89,0.28
Link 3,01/29/2017,2017,1,06:00 PM-07:00 PM,1.88,1.33,0.3,0.19,1.12,1.61,0.28
Link 3,01/29/2017,2017,1,07:00 PM-08:00 PM,1.97,1.4,0.33,0.2,1.17,1.88,0.34
Link 3,01/29/2017,2017,1,08:00 PM-09:00 PM,1.59,1.17,0.11,0.07,1.08,0.37,0.16
Link 3,01/29/2017,2017,1,09:00 PM-10:00 PM,2.25,1.47,0.43,0.24,1.19,1.96,0.42
Link 3,01/29/2017,2017,1,10:00 PM-11:00 PM,1.95,1.28,0.26,0.15,1.11,3.55,0.25
Link 3,01/29/2017,2017,1,11:00 PM-12:00 AM,1.54,1.0,0.0,0.0,1.0,inf,0.0
Link 3,02/05/2017,2017,1,12:00 AM-01:00 AM,1.95,1.32,0.28,0.17,1.13,3.0,0.29
Link 3,02/05/2017,2017,1,02:00 AM-03:00 AM,1.45,1.07,0.05,0.04,1.03,1.0,0.07
Link 3,02/05/2017,2017,1,03:00 AM-04:00 AM,1.51,1.01,0.01,0.01,1.0,inf,0.01
Link 3,02/05/2017,2017,1,04:00 AM-05:00 AM,1.51,1.04,0.04,0.02,1.02,1.0,0.04
Link 3,02/05/2017,2017,1,06:00 AM-07:00 AM,1.85,1.09,0.09,0.05,1.04,1.0,0.09
Link 3,02/05/2017,2017,1,07:00 AM-08:00 AM,7.0,4.94,4.2,1.5,1.97,11.1,2.12
Link 3,02/05/2017,2017,1,08:00 AM-09:00 AM,1.82,1.29,0.25,0.16,1.12,1.47,0.26
Link 3,02/05/2017,2017,1,09:00 AM-10:00 AM,2.13,1.57,0.54,0.34,1.17,3.4,0.47
Link 3,02/05/2017,2017,1,10:00 AM-11:00 AM,1.61,1.2,0.16,0.11,1.08,1.0,0.17
Link 3,02/05/2017,2017,1,11:00 AM-12:00 PM,1.82,1.17,0.18,0.11,1.05,9.67,0.14
Link 3,02/05/2017,2017,1,12:00 PM-01:00 PM,1.9,1.23,0.22,0.13,1.09,3.57,0.24
Link 3,02/05/2017,2017,1,01:00 PM-02:00 PM,1.97,1.32,0.23,0.13,1.16,0.41,0.26
Link 3,02/05/2017,2017,1,02:00 PM-03:00 PM,5.99,3.63,3.47,1.38,1.53,12.66,0.74
Link 3,02/05/2017,2017,1,03:00 PM-04:00 PM,1.95,1.24,0.24,0.14,1.09,1.8,0.23
Link 3,02/05/2017,2017,1,04:00 PM-05:00 PM,2.17,1.5,0.52,0.32,1.14,2.07,0.27
Link 3,02/05/2017,2017,1,05:00 PM-06:00 PM,1.78,1.25,0.17,0.11,1.13,0.6,0.23
Link 3,02/05/2017,2017,1,06:00 PM-07:00 PM,2.33,1.55,0.55,0.31,1.18,1.86,0.37
Link 3,02/05/2017,2017,1,07:00 PM-08:00 PM,1.87,1.21,0.22,0.13,1.07,0.79,0.15
Link 3,02/05/2017,2017,1,08:00 PM-09:00 PM,2.51,1.64,0.69,0.38,1.2,4.03,0.47
Link 3,02/05/2017,2017,1,09:00 PM-10:00 PM,1.93,1.23,0.26,0.16,1.07,1.26,0.27
Link 3,02/05/2017,2017,1,10:00 PM-11:00 PM,1.53,1.12,0.09,0.06,1.05,0.52,0.12
Link 3,02/05/2017,2017,1,11:00 PM-12:00 AM,1.86,1.4,0.25,0.15,1.22,0.34,0.32
Link 3,02/12/2017,2017,1,12:00 AM-01:00 AM,1.69,1.31,0.21,0.14,1.15,0.7,0.27
Link 3,02/12/2017,2017,1,01:00 AM-02:00 AM,1.49,1.03,0.03,0.02,1.01,1.0,0.03
Link 3,02/12/2017,2017,1,02:00 AM-03:00 AM,1.51,1.0,0.0,0.0,1.0,inf,0.0
Link 3,02/12/2017,2017,1,03:00 AM-04:00 AM,1.48,1.06,0.05,0.04,1.02,4.0,0.06
Link 3,02/12/2017,2017,1,04:00 AM-05:00 AM,1.55,1.11,0.1,0.07,1.04,8.0,0.1
Link 3,02/12/2017,2017,1,05:00 AM-06:00 AM,2.14,1.44,0.41,0.23,1.16,3.63,0.36
Link 3,02/12/2017,2017,1,06:00 AM-07:00 AM,1.73,1.09,0.08,0.05,1.04,1.0,0.08
Link 3,02/12/2017,2017,1,07:00 AM-08:00 AM,3.14,1.92,1.07,0.52,1.26,4.13,0.74
Link 3,02/12/2017,2017,1,08:00 AM-09:00 AM,2.04,1.25,0.26,0.15,1.09,1.78,0.21
