LinkName,Year,Day-of-the-week,Time-of-the-day,PT,PTI,BT,BTI,TTI,L_Skew,L_Var
Link 1,2017,3,12:00 AM-01:00 AM,2.93,2.17,0.95,0.48,1.47,2.19,0.67
Link 1,2017,3,01:00 AM-02:00 AM,3.04,2.29,1.2,0.65,1.39,3.89,0.85
Link 1,2017,3,02:00 AM-03:00 AM,3.36,2.43,1.45,0.76,1.38,3.55,0.9
Link 1,2017,3,04:00 AM-05:00 AM,2.7,2.0,0.91,0.51,1.33,3.08,0.65
Link 1,2017,3,05:00 AM-06:00 AM,2.7,2.0,0.84,0.45,1.38,1.9,0.67
Link 1,2017,3,06:00 AM-07:00 AM,2.92,1.88,0.89,0.44,1.31,1.24,0.58
Link 1,2017,3,07:00 AM-08:00 AM,2.8,1.84,0.81,0.41,1.31,1.32,0.62
Link 1,2017,3,08:00 AM-09:00 AM,2.92,1.85,0.9,0.44,1.28,1.31,0.56
Link 1,2017,3,09:00 AM-10:00 AM,3.31,2.14,1.21,0.58,1.35,1.81,0.63
Link 1,2017,3,10:00 AM-11:00 AM,2.7,1.81,0.79,0.41,1.28,1.56,0.55
Link 1,2017,3,11:00 AM-12:00 PM,2.8,1.84,0.85,0.44,1.28,1.37,0.52
Link 1,2017,3,12:00 PM-01:00 PM,2.8,1.73,0.77,0.38,1.25,1.2,0.5
Link 1,2017,3,01:00 PM-02:00 PM,2.92,1.88,0.87,0.43,1.32,1.31,0.56
Link 1,2017,3,02:00 PM-03:00 PM,3.04,1.92,0.99,0.48,1.3,1.31,0.56
Link 1,2017,3,03:00 PM-04:00 PM,4.29,2.47,1.78,0.71,1.44,2.29,0.82
Link 1,2017,3,04:00 PM-05:00 PM,7.29,3.08,3.12,0.75,1.76,1.1,0.95
Link 1,2017,3,05:00 PM-06:00 PM,8.1,2.87,3.43,0.74,1.66,0.98,0.92
Link 1,2017,3,06:00 PM-07:00 PM,5.61,3.46,2.98,1.13,1.62,3.47,1.29
Link 1,2017,3,07:00 PM-08:00 PM,3.47,2.48,1.48,0.74,1.42,2.04,0.77
Link 1,2017,3,08:00 PM-09:00 PM,2.92,2.12,1.09,0.6,1.33,1.39,0.6
Link 1,2017,3,09:00 PM-10:00 PM,2.92,2.12,1.01,0.53,1.38,1.94,0.68
Link 1,2017,3,10:00 PM-11:00 PM,2.7,2.03,0.91,0.5,1.35,1.82,0.64
Link 1,2017,3,11:00 PM-12:00 AM,3.04,2.29,1.17,0.63,1.4,2.06,0.71
Link 1,2017,4,12:00 AM-01:00 AM,3.17,2.38,1.35,0.75,1.36,1.76,0.54
Link 1,2017,4,01:00 AM-02:00 AM,3.13,2.35,1.15,0.58,1.49,3.89,0.89
Link 1,2017,4,02:00 AM-03:00 AM,3.36,2.63,1.3,0.63,1.61,4.52,0.91
Link 1,2017,4,03:00 AM-04:00 AM,2.57,1.93,0.8,0.46,1.33,1.94,0.62
Link 1,2017,4,04:00 AM-05:00 AM,2.82,2.12,1.01,0.56,1.36,2.4,0.65
Link 1,2017,4,05:00 AM-06:00 AM,2.7,2.0,0.87,0.47,1.36,1.88,0.6
Link 1,2017,4,06:00 AM-07:00 AM,2.8,1.84,0.77,0.38,1.33,1.17,0.59
Link 1,2017,4,07:00 AM-08:00 AM,3.04,2.03,0.99,0.48,1.37,1.59,0.66
Link 1,2017,4,08:00 AM-09:00 AM,2.92,1.92,0.91,0.45,1.32,1.48,0.59
Link 1,2017,4,09:00 AM-10:00 AM,2.8,1.84,0.83,0.42,1.29,1.36,0.57
Link 1,2017,4,10:00 AM-11:00 AM,2.7,1.81,0.78,0.41,1.29,1.56,0.55
Link 1,2017,4,11:00 AM-12:00 PM,3.01,1.94,0.92,0.44,1.35,1.7,0.6
Link 1,2017,4,12:00 PM-01:00 PM,3.26,2.06,1.14,0.53,1.34,1.47,0.65
Link 1,2017,4,01:00 PM-02:00 PM,2.92,1.85,0.84,0.4,1.32,1.01,0.53
Link 1,2017,4,02:00 PM-03:00 PM,2.8,1.73,0.75,0.37,1.26,1.2,0.5
Link 1,2017,4,03:00 PM-04:00 PM,6.07,3.41,3.42,1.29,1.49,3.13,0.97
Link 1,2017,4,04:00 PM-05:00 PM,7.29,2.9,3.22,0.79,1.62,1.43,0.99
Link 1,2017,4,05:00 PM-06:00 PM,8.1,2.56,3.3,0.69,1.51,1.16,0.88
Link 1,2017,4,06:00 PM-07:00 PM,6.07,3.66,3.2,1.11,1.73,3.44,1.51
Link 1,2017,4,07:00 PM-08:00 PM,3.47,2.33,1.36,0.65,1.41,1.86,0.66
Link 1,2017,4,08:00 PM-09:00 PM,3.02,2.19,1.16,0.62,1.35,2.28,0.7
Link 1,2017,4,09:00 PM-10:00 PM,2.61,1.89,0.83,0.47,1.29,1.88,0.57
Link 1,2017,4,10:00 PM-11:00 PM,2.6,1.98,0.73,0.39,1.42,1.83,0.63
Link 1,2017,4,11:00 PM-12:00 AM,2.51,1.96,0.88,0.54,1.27,2.46,0.64
Link 1,2017,5,12:00 AM-01:00 AM,2.77,2.08,1.04,0.61,1.29,2.73,0.71
Link 1,2017,5,01:00 AM-02:00 AM,3.84,2.89,1.92,1.0,1.44,3.67,0.89
Link 1,2017,5,03:00 AM-04:00 AM,3.78,2.94,1.63,0.76,1.67,4.33,0.93
Link 1,2017,5,04:00 AM-05:00 AM,3.01,2.26,1.16,0.63,1.39,2.62,0.76
Link 1,2017,5,05:00 AM-06:00 AM,2.93,2.17,1.08,0.58,1.37,1.89,0.6
Link 1,2017,5,06:00 AM-07:00 AM,2.92,1.92,0.93,0.47,1.31,1.48,0.59
Link 1,2017,5,07:00 AM-08:00 AM,2.92,1.92,0.91,0.46,1.32,1.78,0.61
Link 1,2017,5,08:00 AM-09:00 AM,2.84,1.79,0.78,0.38,1.3,1.4,0.55
Link 1,2017,5,09:00 AM-10:00 AM,2.8,1.84,0.8,0.4,1.32,1.48,0.59
Link 1,2017,5,10:00 AM-11:00 AM,2.6,1.71,0.68,0.36,1.26,1.47,0.5
Link 1,2017,5,11:00 AM-12:00 PM,2.7,1.74,0.72,0.36,1.28,1.11,0.51
Link 1,2017,5,12:00 PM-01:00 PM,2.92,1.8,0.8,0.38,1.31,1.17,0.55
Link 1,2017,5,01:00 PM-02:00 PM,3.04,1.92,0.96,0.46,1.32,1.5,0.61
Link 1,2017,5,02:00 PM-03:00 PM,2.92,1.76,0.8,0.37,1.28,1.32,0.5
Link 1,2017,5,03:00 PM-04:00 PM,5.21,2.71,2.2,0.73,1.57,2.1,1.01
Link 1,2017,5,04:00 PM-05:00 PM,7.78,2.24,2.74,0.54,1.45,0.91,0.76
Link 1,2017,5,05:00 PM-06:00 PM,8.1,2.33,3.1,0.62,1.44,1.25,0.9
Link 1,2017,5,06:00 PM-07:00 PM,7.29,3.9,3.99,1.21,1.77,2.55,1.4
Link 1,2017,5,07:00 PM-08:00 PM,3.49,2.44,1.4,0.67,1.46,1.87,0.74
Link 1,2017,5,08:00 PM-09:00 PM,2.8,2.07,0.9,0.47,1.41,1.57,0.65
Link 1,2017,5,09:00 PM-10:00 PM,2.92,2.09,0.96,0.49,1.4,1.64,0.66
Link 1,2017,5,10:00 PM-11:00 PM,2.7,2.0,0.81,0.43,1.4,2.13,0.62
Link 1,2017,5,11:00 PM-12:00 AM,2.55,1.92,0.78,0.44,1.33,2.03,0.67
Link 1,2017,3,03:00 AM-04:00 AM,3.72,2.75,1.83,0.97,1.4,3.04,0.83
Link 1,2017,5,02:00 AM-03:00 AM,3.72,2.91,1.71,0.85,1.57,2.75,0.82
Link 1,2018,3,12:00 AM-01:00 AM,2.5,1.92,0.81,0.48,1.3,3.1,0.58
Link 1,2018,3,01:00 AM-02:00 AM,3.31,2.55,1.53,0.86,1.37,2.33,0.63
Link 1,2018,3,02:00 AM-03:00 AM,2.6,2.07,0.89,0.52,1.36,1.95,0.79
Link 1,2018,3,03:00 AM-04:00 AM,2.35,1.9,0.71,0.43,1.32,3.18,0.65
Link 1,2018,3,04:00 AM-05:00 AM,2.35,1.81,0.7,0.43,1.27,2.33,0.53
Link 1,2018,3,05:00 AM-06:00 AM,2.84,2.13,0.98,0.53,1.4,2.01,0.61
Link 1,2018,3,06:00 AM-07:00 AM,2.8,1.88,0.83,0.42,1.32,1.31,0.63
Link 1,2018,3,07:00 AM-08:00 AM,2.8,1.88,0.8,0.4,1.34,1.26,0.58
Link 1,2018,3,08:00 AM-09:00 AM,3.11,2.01,0.98,0.46,1.37,1.62,0.6
Link 1,2018,3,09:00 AM-10:00 AM,3.03,2.0,1.02,0.51,1.32,1.7,0.65
Link 1,2018,3,10:00 AM-11:00 AM,2.8,1.84,0.8,0.4,1.32,1.56,0.55
Link 1,2018,3,11:00 AM-12:00 PM,3.04,1.96,0.97,0.47,1.34,1.58,0.58
Link 1,2018,3,12:00 PM-01:00 PM,3.04,1.98,0.95,0.46,1.36,1.48,0.59
Link 1,2018,3,01:00 PM-02:00 PM,3.04,1.96,1.02,0.51,1.3,1.48,0.59
Link 1,2018,3,02:00 PM-03:00 PM,3.04,1.92,0.97,0.47,1.31,1.58,0.58
Link 1,2018,3,03:00 PM-04:00 PM,5.21,2.93,2.45,0.88,1.55,2.57,1.05
Link 1,2018,3,04:00 PM-05:00 PM,7.29,2.6,2.7,0.59,1.63,1.02,0.91
Link 1,2018,3,05:00 PM-06:00 PM,7.29,2.3,2.47,0.51,1.52,0.82,0.81
Link 1,2018,3,06:00 PM-07:00 PM,6.07,3.84,3.29,1.19,1.76,3.84,1.51
Link 1,2018,3,07:00 PM-08:00 PM,2.7,1.93,0.83,0.44,1.34,1.56,0.57
Link 1,2018,3,08:00 PM-09:00 PM,2.45,1.77,0.62,0.34,1.32,1.67,0.53
Link 1,2018,3,09:00 PM-10:00 PM,2.51,1.85,0.71,0.39,1.33,1.72,0.59
Link 1,2018,3,10:00 PM-11:00 PM,2.51,1.96,0.82,0.48,1.32,2.71,0.63
Link 1,2018,3,11:00 PM-12:00 AM,2.44,1.9,0.67,0.38,1.38,2.16,0.65
Link 1,2018,4,12:00 AM-01:00 AM,2.43,1.89,0.69,0.39,1.35,2.33,0.61
Link 1,2018,4,01:00 AM-02:00 AM,2.14,1.61,0.56,0.36,1.19,1.79,0.41
Link 1,2018,4,02:00 AM-03:00 AM,2.28,1.81,0.6,0.35,1.34,1.23,0.51
Link 1,2018,4,03:00 AM-04:00 AM,2.35,1.94,0.75,0.47,1.32,1.7,0.59
Link 1,2018,4,04:00 AM-05:00 AM,2.35,1.79,0.63,0.36,1.31,2.15,0.54
Link 1,2018,4,05:00 AM-06:00 AM,2.35,1.76,0.65,0.39,1.27,2.19,0.55
Link 1,2018,4,06:00 AM-07:00 AM,2.7,1.81,0.76,0.39,1.3,1.45,0.58
Link 1,2018,4,07:00 AM-08:00 AM,3.04,2.0,1.01,0.5,1.33,1.39,0.61
Link 1,2018,4,08:00 AM-09:00 AM,3.04,1.92,0.94,0.44,1.33,1.56,0.63
Link 1,2018,4,09:00 AM-10:00 AM,2.92,1.92,0.93,0.47,1.31,1.26,0.55
Link 1,2018,4,10:00 AM-11:00 AM,2.6,1.74,0.68,0.36,1.29,1.36,0.51
Link 1,2018,4,11:00 AM-12:00 PM,2.8,1.84,0.78,0.39,1.33,1.28,0.55
Link 1,2018,4,12:00 PM-01:00 PM,2.8,1.77,0.71,0.34,1.32,1.31,0.56
Link 1,2018,4,01:00 PM-02:00 PM,2.92,1.88,0.89,0.44,1.31,1.48,0.59
Link 1,2018,4,02:00 PM-03:00 PM,2.92,1.85,0.84,0.4,1.32,1.35,0.56
Link 1,2018,4,03:00 PM-04:00 PM,5.21,2.93,2.49,0.91,1.53,2.78,1.12
Link 1,2018,4,04:00 PM-05:00 PM,7.29,2.6,2.59,0.55,1.68,0.97,0.93
Link 1,2018,4,05:00 PM-06:00 PM,8.1,2.86,3.17,0.64,1.74,0.95,1.02
Link 1,2018,4,06:00 PM-07:00 PM,6.63,3.99,3.7,1.26,1.77,3.86,1.62
Link 1,2018,4,07:00 PM-08:00 PM,3.05,2.21,1.09,0.56,1.42,1.59,0.7
Link 1,2018,4,08:00 PM-09:00 PM,2.7,1.96,0.85,0.46,1.34,2.06,0.65
Link 1,2018,4,09:00 PM-10:00 PM,2.6,1.93,0.81,0.45,1.33,1.88,0.57
Link 1,2018,4,10:00 PM-11:00 PM,2.3,1.79,0.59,0.35,1.33,2.28,0.61
Link 1,2018,4,11:00 PM-12:00 AM,2.6,2.03,0.83,0.47,1.38,2.26,0.7
Link 1,2018,5,12:00 AM-01:00 AM,2.64,2.07,0.92,0.54,1.34,2.23,0.65
Link 1,2018,5,01:00 AM-02:00 AM,2.51,1.93,0.79,0.46,1.32,3.1,0.58
Link 1,2018,5,02:00 AM-03:00 AM,2.44,1.88,0.71,0.41,1.33,2.35,0.6
Link 1,2018,5,04:00 AM-05:00 AM,2.43,1.8,0.73,0.43,1.26,2.64,0.59
Link 1,2018,5,05:00 AM-06:00 AM,2.43,1.8,0.72,0.42,1.27,2.25,0.58
Link 1,2018,5,06:00 AM-07:00 AM,2.8,1.92,0.8,0.4,1.37,1.09,0.59
Link 1,2018,5,07:00 AM-08:00 AM,3.14,2.06,1.09,0.53,1.35,1.59,0.66
Link 1,2018,5,08:00 AM-09:00 AM,3.17,2.05,1.07,0.51,1.35,1.36,0.58
Link 1,2018,5,09:00 AM-10:00 AM,2.8,1.88,0.83,0.42,1.33,1.66,0.63
Link 1,2018,5,10:00 AM-11:00 AM,2.7,1.85,0.79,0.42,1.31,1.51,0.58
Link 1,2018,5,11:00 AM-12:00 PM,2.92,1.88,0.91,0.45,1.3,1.58,0.58
Link 1,2018,5,12:00 PM-01:00 PM,3.04,1.92,0.92,0.44,1.34,1.36,0.58
Link 1,2018,5,01:00 PM-02:00 PM,3.11,1.92,0.95,0.44,1.33,1.38,0.59
Link 1,2018,5,02:00 PM-03:00 PM,3.04,1.88,0.94,0.45,1.3,1.45,0.57
Link 1,2018,5,03:00 PM-04:00 PM,6.07,3.16,2.84,0.88,1.68,2.36,1.22
Link 1,2018,5,04:00 PM-05:00 PM,7.29,2.3,2.23,0.44,1.6,0.77,0.92
Link 1,2018,5,05:00 PM-06:00 PM,8.1,2.77,3.12,0.63,1.71,0.75,0.93
Link 1,2018,5,06:00 PM-07:00 PM,6.21,3.74,3.12,1.01,1.86,2.24,1.34
Link 1,2018,5,07:00 PM-08:00 PM,3.31,2.4,1.23,0.6,1.5,2.09,0.76
Link 1,2018,5,08:00 PM-09:00 PM,2.8,2.0,0.92,0.49,1.35,1.62,0.66
Link 1,2018,5,09:00 PM-10:00 PM,2.69,1.99,0.88,0.49,1.34,2.09,0.67
Link 1,2018,5,10:00 PM-11:00 PM,2.32,1.79,0.64,0.38,1.3,1.75,0.56
Link 1,2018,5,11:00 PM-12:00 AM,2.35,1.84,0.68,0.41,1.3,1.89,0.57
Link 1,2018,5,03:00 AM-04:00 AM,2.33,1.85,0.73,0.45,1.27,2.22,0.62
Link 1,2019,3,12:00 AM-01:00 AM,2.28,1.8,0.65,0.39,1.29,1.87,0.63
Link 1,2019,3,02:00 AM-03:00 AM,1.92,1.49,0.43,0.29,1.16,1.59,0.31
Link 1,2019,3,04:00 AM-05:00 AM,2.25,1.74,0.66,0.42,1.22,2.55,0.48
Link 1,2019,3,05:00 AM-06:00 AM,2.35,1.79,0.66,0.39,1.29,1.7,0.56
Link 1,2019,3,06:00 AM-07:00 AM,3.01,2.14,1.09,0.56,1.37,1.38,0.65
Link 1,2019,3,07:00 AM-08:00 AM,2.76,1.92,0.83,0.43,1.35,1.34,0.63
Link 1,2019,3,08:00 AM-09:00 AM,2.94,1.96,0.91,0.45,1.36,1.52,0.68
Link 1,2019,3,09:00 AM-10:00 AM,2.82,1.9,0.83,0.42,1.34,1.38,0.6
Link 1,2019,3,10:00 AM-11:00 AM,2.72,1.85,0.82,0.43,1.29,1.74,0.58
Link 1,2019,3,11:00 AM-12:00 PM,2.82,1.84,0.85,0.43,1.29,1.48,0.58
Link 1,2019,3,12:00 PM-01:00 PM,2.94,1.88,0.91,0.45,1.3,1.5,0.6
Link 1,2019,3,01:00 PM-02:00 PM,2.94,1.88,0.88,0.43,1.32,1.25,0.58
Link 1,2019,3,02:00 PM-03:00 PM,3.06,1.91,0.99,0.48,1.29,1.64,0.6
Link 1,2019,3,03:00 PM-04:00 PM,5.25,2.85,2.45,0.87,1.52,2.53,1.07
Link 1,2019,3,04:00 PM-05:00 PM,8.16,2.56,3.3,0.68,1.52,0.86,0.79
Link 1,2019,3,05:00 PM-06:00 PM,7.34,2.4,2.63,0.56,1.54,0.98,0.92
Link 1,2019,3,06:00 PM-07:00 PM,4.9,3.27,2.46,1.01,1.63,3.62,1.43
Link 1,2019,3,07:00 PM-08:00 PM,2.73,2.01,0.92,0.51,1.33,1.82,0.65
Link 1,2019,3,08:00 PM-09:00 PM,2.72,2.0,0.9,0.5,1.34,2.21,0.72
Link 1,2019,3,09:00 PM-10:00 PM,2.55,1.9,0.79,0.45,1.31,1.97,0.62
Link 1,2019,3,10:00 PM-11:00 PM,2.23,1.74,0.62,0.38,1.26,1.68,0.51
Link 1,2019,3,11:00 PM-12:00 AM,2.29,1.77,0.67,0.42,1.25,1.83,0.52
Link 1,2019,4,12:00 AM-01:00 AM,2.37,1.91,0.77,0.48,1.29,3.59,0.7
Link 1,2019,4,01:00 AM-02:00 AM,2.16,1.67,0.6,0.38,1.21,1.65,0.41
Link 1,2019,4,02:00 AM-03:00 AM,2.3,1.78,0.7,0.44,1.24,2.03,0.5
Link 1,2019,4,03:00 AM-04:00 AM,2.23,1.73,0.65,0.41,1.22,2.22,0.5
Link 1,2019,4,04:00 AM-05:00 AM,2.23,1.73,0.64,0.4,1.24,1.81,0.52
Link 1,2019,4,05:00 AM-06:00 AM,2.45,1.9,0.8,0.48,1.28,2.42,0.58
Link 1,2019,4,06:00 AM-07:00 AM,3.06,2.17,1.11,0.57,1.38,1.56,0.7
Link 1,2019,4,07:00 AM-08:00 AM,2.94,2.04,0.98,0.5,1.36,1.49,0.65
Link 1,2019,4,08:00 AM-09:00 AM,2.94,1.92,0.93,0.46,1.31,1.41,0.61
Link 1,2019,4,09:00 AM-10:00 AM,2.82,1.92,0.88,0.45,1.32,1.33,0.61
Link 1,2019,4,10:00 AM-11:00 AM,2.72,1.85,0.81,0.42,1.3,1.42,0.57
Link 1,2019,4,11:00 AM-12:00 PM,2.94,1.92,0.95,0.48,1.3,1.48,0.58
Link 1,2019,4,12:00 PM-01:00 PM,3.06,1.96,0.95,0.45,1.35,1.61,0.67
Link 1,2019,4,01:00 PM-02:00 PM,3.06,1.91,0.97,0.46,1.31,1.33,0.57
Link 1,2019,4,02:00 PM-03:00 PM,2.94,1.84,0.88,0.42,1.29,1.42,0.55
Link 1,2019,4,03:00 PM-04:00 PM,6.12,3.26,2.97,0.94,1.67,1.94,1.12
Link 1,2019,4,04:00 PM-05:00 PM,8.16,2.44,2.99,0.58,1.55,0.9,0.84
Link 1,2019,4,05:00 PM-06:00 PM,7.34,2.4,2.41,0.49,1.61,0.78,0.83
Link 1,2019,4,06:00 PM-07:00 PM,5.63,3.67,3.02,1.15,1.7,3.77,1.5
Link 1,2019,4,07:00 PM-08:00 PM,2.73,1.96,0.88,0.48,1.33,1.51,0.59
Link 1,2019,4,08:00 PM-09:00 PM,2.68,1.93,0.83,0.45,1.33,1.59,0.56
Link 1,2019,4,09:00 PM-10:00 PM,2.45,1.83,0.7,0.4,1.3,1.76,0.58
Link 1,2019,4,10:00 PM-11:00 PM,2.45,1.83,0.73,0.43,1.28,1.81,0.54
Link 1,2019,4,11:00 PM-12:00 AM,2.24,1.74,0.64,0.4,1.25,1.91,0.54
Link 1,2019,5,12:00 AM-01:00 AM,2.27,1.73,0.63,0.38,1.25,2.36,0.53
Link 1,2019,5,01:00 AM-02:00 AM,2.11,1.74,0.62,0.42,1.23,2.62,0.55
Link 1,2019,5,02:00 AM-03:00 AM,2.63,2.04,0.98,0.6,1.28,1.92,0.6
Link 1,2019,5,04:00 AM-05:00 AM,2.3,1.76,0.65,0.39,1.26,2.26,0.54
Link 1,2019,5,05:00 AM-06:00 AM,2.3,1.76,0.65,0.39,1.26,1.99,0.56
Link 1,2019,5,06:00 AM-07:00 AM,2.94,2.09,0.99,0.51,1.39,1.42,0.67
Link 1,2019,5,07:00 AM-08:00 AM,2.89,1.97,0.87,0.43,1.38,1.51,0.65
Link 1,2019,5,08:00 AM-09:00 AM,2.82,1.94,0.86,0.44,1.35,1.44,0.64
Link 1,2019,5,09:00 AM-10:00 AM,2.82,1.92,0.88,0.46,1.32,1.38,0.6
Link 1,2019,5,10:00 AM-11:00 AM,2.72,1.85,0.86,0.46,1.27,1.53,0.54
Link 1,2019,5,11:00 AM-12:00 PM,2.94,1.96,0.96,0.49,1.32,1.52,0.59
Link 1,2019,5,12:00 PM-01:00 PM,3.06,1.96,0.97,0.47,1.34,1.61,0.66
Link 1,2019,5,01:00 PM-02:00 PM,2.82,1.76,0.71,0.34,1.32,1.26,0.6
Link 1,2019,5,02:00 PM-03:00 PM,2.94,1.76,0.8,0.37,1.28,1.24,0.53
Link 1,2019,5,03:00 PM-04:00 PM,7.34,3.6,3.71,1.02,1.78,2.24,1.33
Link 1,2019,5,04:00 PM-05:00 PM,8.16,1.89,2.38,0.41,1.34,0.85,0.65
Link 1,2019,5,05:00 PM-06:00 PM,8.16,2.22,2.74,0.51,1.48,0.69,0.73
Link 1,2019,5,06:00 PM-07:00 PM,5.41,3.32,2.5,0.86,1.79,2.66,1.38
Link 1,2019,5,07:00 PM-08:00 PM,2.94,2.04,0.98,0.5,1.36,1.56,0.7
Link 1,2019,5,08:00 PM-09:00 PM,2.45,1.8,0.68,0.38,1.3,1.56,0.55
Link 1,2019,5,09:00 PM-10:00 PM,2.62,1.91,0.82,0.46,1.31,1.48,0.58
Link 1,2019,5,10:00 PM-11:00 PM,2.3,1.69,0.61,0.36,1.24,1.66,0.52
Link 1,2019,5,11:00 PM-12:00 AM,2.32,1.8,0.68,0.42,1.27,1.8,0.6
Link 1,2019,3,01:00 AM-02:00 AM,2.25,1.74,0.71,0.46,1.19,2.61,0.5
Link 1,2019,3,03:00 AM-04:00 AM,2.48,1.93,0.85,0.52,1.27,2.69,0.63
Link 1,2019,5,03:00 AM-04:00 AM,2.72,2.11,1.08,0.66,1.27,4.24,0.62
Link 2,2017,3,01:00 AM-02:00 AM,3.09,2.45,1.44,0.87,1.31,6.23,0.72
Link 2,2017,3,02:00 AM-03:00 AM,2.24,1.78,0.65,0.41,1.26,1.81,0.45
Link 2,2017,3,04:00 AM-05:00 AM,3.26,2.44,1.48,0.83,1.33,2.6,0.77
Link 2,2017,3,05:00 AM-06:00 AM,2.99,2.21,1.11,0.59,1.39,4.05,0.81
Link 2,2017,3,06:00 AM-07:00 AM,6.49,4.64,4.02,1.63,1.76,4.59,1.54
Link 2,2017,3,07:00 AM-08:00 AM,5.24,3.48,2.58,0.97,1.77,2.92,1.18
Link 2,2017,3,08:00 AM-09:00 AM,5.24,3.25,2.65,1.02,1.61,2.28,1.01
Link 2,2017,3,09:00 AM-10:00 AM,5.24,3.42,2.77,1.12,1.61,2.93,1.1
Link 2,2017,3,10:00 AM-11:00 AM,3.93,2.69,1.74,0.79,1.5,2.15,0.83
Link 2,2017,3,11:00 AM-12:00 PM,3.7,2.53,1.54,0.71,1.48,2.24,0.79
Link 2,2017,3,12:00 PM-01:00 PM,3.7,2.59,1.48,0.67,1.55,2.53,0.86
Link 2,2017,3,01:00 PM-02:00 PM,3.7,2.47,1.47,0.66,1.49,2.71,0.84
Link 2,2017,3,02:00 PM-03:00 PM,4.07,2.72,1.67,0.7,1.6,2.8,0.89
Link 2,2017,3,03:00 PM-04:00 PM,5.14,3.59,2.75,1.15,1.67,3.04,1.05
Link 2,2017,3,04:00 PM-05:00 PM,5.24,3.34,2.74,1.09,1.59,2.37,0.95
Link 2,2017,3,05:00 PM-06:00 PM,10.4,6.62,7.35,2.41,1.94,6.14,2.01
Link 2,2017,3,06:00 PM-07:00 PM,4.59,3.15,2.38,1.07,1.52,3.24,1.03
Link 2,2017,3,07:00 PM-08:00 PM,4.11,2.94,1.82,0.79,1.64,3.42,1.08
Link 2,2017,3,08:00 PM-09:00 PM,3.91,2.83,1.78,0.83,1.54,5.04,0.89
Link 2,2017,3,11:00 PM-12:00 AM,5.38,3.84,3.09,1.35,1.63,4.46,0.95
Link 2,2017,4,12:00 AM-01:00 AM,1.9,1.44,0.34,0.22,1.18,1.08,0.34
Link 2,2017,4,01:00 AM-02:00 AM,2.22,1.69,0.57,0.34,1.26,3.37,0.46
Link 2,2017,4,02:00 AM-03:00 AM,3.03,2.27,1.23,0.69,1.35,2.34,0.7
Link 2,2017,4,05:00 AM-06:00 AM,3.14,2.34,1.35,0.75,1.34,4.64,0.87
Link 2,2017,4,06:00 AM-07:00 AM,5.01,3.58,2.65,1.12,1.69,3.93,1.18
Link 2,2017,4,07:00 AM-08:00 AM,6.98,4.34,4.28,1.58,1.68,2.67,1.13
Link 2,2017,4,08:00 AM-09:00 AM,4.83,3.08,2.25,0.87,1.64,1.97,0.98
Link 2,2017,4,09:00 AM-10:00 AM,3.7,2.47,1.45,0.64,1.5,2.64,0.9
Link 2,2017,4,10:00 AM-11:00 AM,3.42,2.33,1.18,0.53,1.52,2.47,0.79
Link 2,2017,4,11:00 AM-12:00 PM,3.61,2.4,1.44,0.67,1.44,2.62,0.9
Link 2,2017,4,12:00 PM-01:00 PM,3.93,2.69,1.73,0.79,1.51,2.97,0.88
Link 2,2017,4,01:00 PM-02:00 PM,3.93,2.62,1.61,0.7,1.55,2.13,0.93
Link 2,2017,4,02:00 PM-03:00 PM,4.49,3.0,2.17,0.94,1.55,3.15,1.03
Link 2,2017,4,03:00 PM-04:00 PM,5.04,3.45,2.7,1.16,1.6,3.18,1.1
Link 2,2017,4,04:00 PM-05:00 PM,4.83,3.08,2.3,0.91,1.61,2.22,0.97
Link 2,2017,4,05:00 PM-06:00 PM,6.98,4.56,4.12,1.44,1.87,4.35,1.61
Link 2,2017,4,06:00 PM-07:00 PM,3.7,2.47,1.43,0.63,1.51,2.53,0.86
Link 2,2017,4,07:00 PM-08:00 PM,3.82,2.67,1.74,0.84,1.45,3.39,1.03
Link 2,2017,4,08:00 PM-09:00 PM,3.7,2.69,1.66,0.81,1.48,2.59,0.92
Link 2,2017,4,09:00 PM-10:00 PM,4.48,3.2,2.18,0.95,1.64,2.86,1.06
Link 2,2017,4,10:00 PM-11:00 PM,3.19,2.35,0.93,0.41,1.67,3.69,0.93
Link 2,2017,4,11:00 PM-12:00 AM,3.15,2.25,1.17,0.59,1.42,3.1,0.85
Link 2,2017,5,12:00 AM-01:00 AM,2.62,2.04,0.84,0.47,1.39,2.6,0.83
Link 2,2017,5,03:00 AM-04:00 AM,1.96,1.44,0.37,0.23,1.17,0.77,0.34
Link 2,2017,5,05:00 AM-06:00 AM,4.18,3.12,2.16,1.07,1.5,4.96,0.99
Link 2,2017,5,06:00 AM-07:00 AM,5.24,3.91,2.86,1.21,1.77,4.14,1.35
Link 2,2017,5,07:00 AM-08:00 AM,4.89,3.12,2.44,0.99,1.56,2.56,1.07
Link 2,2017,5,08:00 AM-09:00 AM,6.28,3.89,3.56,1.31,1.69,2.39,1.0
Link 2,2017,5,09:00 AM-10:00 AM,5.24,3.49,2.72,1.08,1.68,3.44,1.13
Link 2,2017,5,10:00 AM-11:00 AM,3.49,2.33,1.4,0.67,1.39,2.59,0.76
Link 2,2017,5,11:00 AM-12:00 PM,3.31,2.27,1.24,0.6,1.42,2.31,0.78
Link 2,2017,5,12:00 PM-01:00 PM,3.7,2.47,1.53,0.7,1.45,2.18,0.84
