LinkName,Year,Day-of-the-week,Time-of-the-day,MinTT,TT10,TT15,TT25,TT50,AvgTT,TT85,TT90,TT95,MaxTT,StdDev
Link 2,2019,2,02:00 AM-03:00 AM,1.34,1.47,1.59,1.7,2.2,3.2,3.17,8.4,10.39,12.55,3.05
Link 2,2019,2,05:00 AM-06:00 AM,1.23,1.31,1.36,1.43,1.79,2.74,3.24,4.18,7.29,20.92,3.39
Link 2,2019,2,06:00 AM-07:00 AM,0.69,1.34,1.39,1.46,1.74,2.93,3.92,5.23,10.46,15.69,3.1
Link 2,2019,2,07:00 AM-08:00 AM,1.14,1.53,1.61,1.79,2.32,2.84,3.49,4.18,5.71,20.92,2.19
Link 2,2019,2,08:00 AM-09:00 AM,1.21,1.57,1.65,1.86,2.32,2.91,3.49,4.48,6.28,20.92,2.16
Link 2,2019,2,09:00 AM-10:00 AM,1.21,1.49,1.61,1.74,2.09,2.86,3.51,4.99,7.58,15.69,2.28
Link 2,2019,2,10:00 AM-11:00 AM,0.94,1.43,1.49,1.61,1.96,2.45,2.99,3.3,4.89,20.92,2.0
Link 2,2019,2,11:00 AM-12:00 PM,1.12,1.46,1.53,1.65,2.02,2.75,3.3,4.1,6.97,20.92,2.4
Link 2,2019,2,12:00 PM-01:00 PM,1.03,1.43,1.49,1.61,1.96,2.51,2.99,3.3,4.71,20.92,2.15
Link 2,2019,2,01:00 PM-02:00 PM,1.16,1.47,1.57,1.65,2.02,2.6,3.23,3.69,5.23,15.69,2.1
Link 2,2019,2,02:00 PM-03:00 PM,1.14,1.43,1.49,1.61,2.02,2.56,3.3,3.69,5.35,15.69,2.01
Link 2,2019,2,03:00 PM-04:00 PM,1.12,1.43,1.53,1.61,1.96,2.53,2.99,3.49,5.23,15.69,2.07
Link 2,2019,2,04:00 PM-05:00 PM,1.16,1.46,1.53,1.65,2.09,2.69,3.49,3.92,5.71,20.92,2.31
Link 2,2019,2,05:00 PM-06:00 PM,1.05,1.46,1.53,1.7,2.24,3.23,4.18,5.57,8.97,20.92,3.03
Link 2,2019,2,06:00 PM-07:00 PM,1.08,1.39,1.46,1.64,2.02,3.13,4.28,6.28,8.97,20.92,2.98
Link 2,2019,2,07:00 PM-08:00 PM,1.16,1.34,1.39,1.49,1.9,2.88,4.83,5.71,8.97,15.69,2.61
Link 2,2019,2,08:00 PM-09:00 PM,1.14,1.36,1.41,1.53,1.96,3.22,3.79,6.83,12.34,20.92,3.54
Link 2,2019,2,09:00 PM-10:00 PM,1.21,1.4,1.47,1.63,2.09,2.95,3.85,5.15,8.86,20.92,2.78
Link 2,2019,2,10:00 PM-11:00 PM,1.28,1.42,1.49,1.65,2.02,3.08,4.32,6.09,9.51,15.69,2.96
Link 2,2019,2,11:00 PM-12:00 AM,1.21,1.39,1.44,1.67,2.02,3.84,6.78,10.46,14.12,15.69,4.0
Link 2,2019,3,02:00 AM-03:00 AM,1.14,1.31,1.37,1.57,1.79,3.0,2.96,8.07,9.86,20.92,3.5
Link 2,2019,3,06:00 AM-07:00 AM,1.18,1.39,1.46,1.53,1.85,2.77,3.45,5.23,7.84,20.92,2.68
Link 2,2019,3,08:00 AM-09:00 AM,1.16,1.61,1.7,1.85,2.41,3.0,3.69,4.18,6.97,20.92,2.47
Link 2,2019,3,12:00 PM-01:00 PM,1.08,1.39,1.46,1.57,1.96,2.54,2.99,3.69,6.34,20.92,2.14
Link 2,2019,3,10:00 PM-11:00 PM,1.21,1.46,1.46,1.56,1.9,3.22,4.83,8.97,9.94,15.69,3.24
Link 2,2019,4,12:00 AM-01:00 AM,1.28,1.34,1.38,1.49,1.79,3.89,7.67,10.46,15.69,15.69,4.41
Link 2,2019,4,01:00 AM-02:00 AM,1.16,1.36,1.36,1.47,1.76,2.82,4.2,6.44,7.84,15.69,2.77
Link 2,2019,4,02:00 AM-03:00 AM,1.21,1.34,1.34,1.48,1.7,3.16,2.89,5.44,15.69,15.69,3.91
Link 2,2019,4,04:00 AM-05:00 AM,1.12,1.49,1.57,1.57,1.85,2.73,3.92,4.48,6.28,20.92,2.64
Link 2,2019,4,11:00 PM-12:00 AM,1.23,1.49,1.53,1.61,1.96,4.2,8.97,8.97,15.69,20.92,4.79
Link 2,2019,5,12:00 AM-01:00 AM,1.18,1.34,1.34,1.49,1.74,3.64,8.18,8.97,10.46,15.69,3.47
Link 2,2019,5,01:00 AM-02:00 AM,1.21,1.36,1.39,1.51,1.8,2.06,2.44,2.68,3.76,6.97,1.03
Link 2,2019,5,02:00 AM-03:00 AM,1.23,1.44,1.49,1.61,1.85,3.21,4.79,7.4,8.69,15.69,3.25
Link 2,2019,5,05:00 AM-06:00 AM,1.05,1.34,1.39,1.49,1.9,2.81,4.81,5.23,6.97,12.55,2.22
Link 2,2019,5,10:00 PM-11:00 PM,1.06,1.37,1.43,1.56,1.96,3.0,3.4,5.34,10.46,15.69,3.11
Link 2,2019,6,01:00 AM-02:00 AM,1.26,1.32,1.35,1.46,1.7,2.42,3.11,3.98,6.47,12.55,2.12
Link 2,2019,6,02:00 AM-03:00 AM,1.21,1.34,1.36,1.42,1.65,3.17,5.1,8.57,12.34,15.69,3.72
Link 2,2019,6,11:00 PM-12:00 AM,1.23,1.41,1.47,1.57,2.32,3.86,6.97,9.57,10.88,15.69,3.52
Link 2,2019,7,12:00 AM-01:00 AM,1.14,1.27,1.39,1.59,1.88,4.4,10.46,10.46,15.69,20.92,4.9
Link 2,2019,7,01:00 AM-02:00 AM,1.12,1.37,1.43,1.53,1.79,2.15,2.24,2.83,3.86,8.97,1.49
Link 2,2019,7,03:00 AM-04:00 AM,1.21,1.33,1.38,1.47,1.59,3.1,5.35,7.34,8.97,10.46,2.69
Link 2,2019,1,04:00 AM-05:00 AM,1.08,1.44,1.49,1.57,1.79,2.23,2.98,3.55,4.39,6.28,1.23
Link 2,2019,1,12:00 PM-01:00 PM,1.08,1.28,1.34,1.44,1.7,2.2,2.6,2.93,4.7,15.69,1.78
Link 2,2019,1,10:00 PM-11:00 PM,1.06,1.39,1.4,1.5,1.79,3.4,4.36,10.11,15.53,15.69,3.89
Link 2,2019,1,11:00 PM-12:00 AM,1.18,1.37,1.39,1.53,1.9,2.92,3.46,4.36,5.99,20.92,3.53
Link 2,2019,3,11:00 PM-12:00 AM,1.18,1.34,1.46,1.61,2.09,3.82,6.14,10.16,11.3,15.69,3.61
Link 2,2019,4,03:00 AM-04:00 AM,1.31,1.43,1.49,1.57,1.79,2.7,3.66,5.23,7.99,10.46,2.2
Link 2,2019,7,10:00 PM-11:00 PM,1.14,1.36,1.46,1.57,1.7,3.75,5.23,10.46,15.69,20.92,4.51
Link 2,2019,1,02:00 AM-03:00 AM,1.39,1.44,1.46,1.48,1.76,3.68,8.63,9.42,9.94,10.46,3.51
Link 2,2019,3,12:00 AM-01:00 AM,1.28,1.53,1.58,1.71,1.93,3.64,8.57,8.97,10.94,15.69,3.66
Link 2,2019,3,01:00 AM-02:00 AM,1.16,1.26,1.27,1.43,1.53,2.43,2.13,2.92,9.27,15.69,2.76
Link 2,2019,3,03:00 AM-04:00 AM,1.23,1.31,1.37,1.56,1.65,2.64,2.46,4.35,9.34,20.92,3.18
Link 2,2019,2,04:00 AM-05:00 AM,1.31,1.39,1.39,1.49,1.74,2.7,2.32,2.51,9.72,15.69,3.12
Link 2,2019,2,12:00 AM-01:00 AM,0.83,1.34,1.35,1.51,1.85,4.5,5.34,14.75,20.92,20.92,5.9
Link 2,2019,1,01:00 AM-02:00 AM,1.1,1.12,1.18,1.24,1.74,3.31,6.49,9.21,11.19,12.55,3.6
Link 2,2019,2,03:00 AM-04:00 AM,1.36,1.61,1.62,1.75,1.93,2.46,2.8,2.98,6.12,6.97,1.38
Link 2,2019,2,01:00 AM-02:00 AM,1.06,1.2,1.25,1.33,1.82,2.28,2.85,3.38,4.9,7.84,1.61
Link 2,2019,1,03:00 AM-04:00 AM,1.23,1.31,1.35,1.44,1.53,4.09,10.2,12.55,12.55,12.55,4.38
Link 3,2017,1,12:00 AM-01:00 AM,1.22,1.36,1.41,1.49,1.62,1.68,1.95,2.02,2.26,2.92,0.31
Link 3,2017,1,03:00 AM-04:00 AM,1.24,1.39,1.41,1.46,1.57,1.62,1.82,1.9,2.1,2.82,0.24
Link 3,2017,1,04:00 AM-05:00 AM,0.87,1.33,1.36,1.41,1.54,1.62,1.88,2.03,2.33,2.92,0.33
Link 3,2017,1,05:00 AM-06:00 AM,0.91,1.36,1.39,1.49,1.6,1.93,2.15,2.3,2.77,11.68,1.31
Link 3,2017,1,06:00 AM-07:00 AM,1.22,1.38,1.43,1.49,1.6,1.74,1.9,1.99,2.28,20.44,1.2
Link 3,2017,1,07:00 AM-08:00 AM,1.24,1.41,1.44,1.51,1.67,1.79,2.04,2.16,2.52,9.08,0.61
Link 3,2017,1,08:00 AM-09:00 AM,1.17,1.36,1.43,1.49,1.64,1.78,2.04,2.15,2.54,9.08,0.66
Link 3,2017,1,09:00 AM-10:00 AM,1.2,1.34,1.39,1.43,1.54,1.61,1.82,1.88,2.14,3.41,0.31
Link 3,2017,1,10:00 AM-11:00 AM,1.03,1.34,1.36,1.43,1.54,1.62,1.86,1.95,2.15,7.43,0.42
Link 3,2017,1,11:00 AM-12:00 PM,1.2,1.39,1.41,1.46,1.57,1.66,1.86,2.04,2.26,5.11,0.39
Link 3,2017,1,12:00 PM-01:00 PM,1.12,1.39,1.43,1.49,1.6,1.71,1.86,1.99,2.27,20.44,0.98
Link 3,2017,1,01:00 PM-02:00 PM,1.09,1.39,1.41,1.49,1.6,1.68,1.9,1.95,2.04,11.68,0.67
Link 3,2017,1,02:00 PM-03:00 PM,1.08,1.43,1.49,1.56,1.78,1.88,2.27,2.4,2.55,9.08,0.54
Link 3,2017,1,03:00 PM-04:00 PM,1.09,1.41,1.46,1.54,1.74,1.84,2.15,2.34,2.64,5.84,0.5
Link 3,2017,1,04:00 PM-05:00 PM,1.15,1.36,1.41,1.49,1.57,1.64,1.86,1.95,2.3,3.41,0.31
Link 3,2017,1,05:00 PM-06:00 PM,1.2,1.41,1.43,1.51,1.64,1.7,1.95,2.04,2.27,6.29,0.38
Link 3,2017,1,06:00 PM-07:00 PM,0.88,1.4,1.43,1.49,1.6,1.69,1.9,1.99,2.34,5.45,0.38
Link 3,2017,1,07:00 PM-08:00 PM,1.15,1.39,1.43,1.49,1.57,1.71,1.86,1.99,2.23,20.44,1.06
Link 3,2017,1,08:00 PM-09:00 PM,1.18,1.41,1.43,1.49,1.6,1.73,1.92,2.04,2.33,13.63,0.8
Link 3,2017,1,09:00 PM-10:00 PM,1.22,1.43,1.49,1.54,1.74,1.89,2.15,2.34,2.8,13.63,0.85
Link 3,2017,1,10:00 PM-11:00 PM,1.22,1.43,1.46,1.51,1.67,1.78,2.1,2.27,2.48,4.54,0.4
Link 3,2017,1,11:00 PM-12:00 AM,1.09,1.41,1.46,1.51,1.64,1.89,2.04,2.17,2.64,27.25,1.78
Link 3,2017,2,12:00 AM-01:00 AM,0.93,1.4,1.46,1.51,1.7,1.81,2.18,2.21,2.41,6.81,0.61
Link 3,2017,2,01:00 AM-02:00 AM,1.02,1.39,1.43,1.49,1.64,1.93,2.27,2.41,3.5,13.63,1.27
Link 3,2017,2,02:00 AM-03:00 AM,1.02,1.39,1.43,1.49,1.64,1.92,2.04,2.28,2.64,20.44,1.96
Link 3,2017,2,04:00 AM-05:00 AM,1.05,1.39,1.43,1.51,1.67,1.89,2.15,2.37,2.9,13.63,1.04
Link 3,2017,2,05:00 AM-06:00 AM,1.2,1.41,1.43,1.49,1.67,1.79,2.21,2.34,2.55,3.55,0.41
Link 3,2017,2,06:00 AM-07:00 AM,1.22,1.46,1.51,1.57,1.78,1.88,2.27,2.4,2.55,3.55,0.39
Link 3,2017,2,07:00 AM-08:00 AM,1.34,1.86,1.99,2.34,3.41,3.45,4.81,5.11,5.45,8.18,1.26
Link 3,2017,2,08:00 AM-09:00 AM,1.24,1.7,1.9,2.8,3.89,3.82,5.11,5.45,6.29,10.22,1.46
Link 3,2017,2,09:00 AM-10:00 AM,0.95,1.54,1.57,1.67,1.9,2.19,2.92,3.41,4.09,5.84,0.81
Link 3,2017,2,10:00 AM-11:00 AM,1.28,1.49,1.54,1.6,1.74,1.83,2.04,2.15,2.4,13.63,0.59
Link 3,2017,2,11:00 AM-12:00 PM,1.2,1.51,1.54,1.6,1.74,1.81,2.09,2.21,2.34,3.89,0.31
Link 3,2017,2,12:00 PM-01:00 PM,1.32,1.51,1.57,1.64,1.78,1.85,2.1,2.21,2.4,6.29,0.36
Link 3,2017,2,01:00 PM-02:00 PM,1.15,1.54,1.64,1.74,1.9,1.97,2.27,2.4,2.64,7.43,0.48
Link 3,2017,2,02:00 PM-03:00 PM,1.26,1.54,1.64,1.74,1.9,2.02,2.27,2.4,2.82,27.25,1.18
Link 3,2017,2,03:00 PM-04:00 PM,1.2,1.67,1.78,1.9,2.1,2.14,2.4,2.55,2.73,20.44,0.88
Link 3,2017,2,04:00 PM-05:00 PM,1.3,1.7,1.82,1.95,2.15,2.21,2.55,2.64,2.82,11.68,0.59
Link 3,2017,2,05:00 PM-06:00 PM,1.22,1.7,1.86,1.99,2.21,2.27,2.64,2.75,3.03,7.43,0.51
Link 3,2017,2,06:00 PM-07:00 PM,1.15,1.51,1.54,1.64,1.86,1.97,2.4,2.55,2.82,4.3,0.44
Link 3,2017,2,07:00 PM-08:00 PM,1.05,1.41,1.46,1.52,1.64,1.71,1.95,2.1,2.34,3.41,0.33
Link 3,2017,2,08:00 PM-09:00 PM,1.06,1.36,1.41,1.46,1.6,1.67,1.86,1.99,2.21,5.11,0.42
Link 3,2017,2,09:00 PM-10:00 PM,1.24,1.41,1.43,1.49,1.6,1.72,1.9,2.15,2.4,5.11,0.45
Link 3,2017,2,10:00 PM-11:00 PM,1.2,1.39,1.41,1.46,1.57,1.68,1.9,2.04,2.27,7.43,0.47
Link 3,2017,2,11:00 PM-12:00 AM,1.15,1.34,1.36,1.41,1.54,1.63,1.83,2.0,2.35,6.81,0.53
Link 3,2017,3,12:00 AM-01:00 AM,1.2,1.34,1.41,1.46,1.57,1.68,1.9,1.99,2.15,6.29,0.46
Link 3,2017,3,01:00 AM-02:00 AM,1.26,1.41,1.46,1.54,1.67,1.89,2.21,2.64,3.03,6.81,0.77
Link 3,2017,3,02:00 AM-03:00 AM,1.3,1.43,1.46,1.51,1.7,1.91,2.4,2.77,3.3,4.09,0.6
Link 3,2017,3,03:00 AM-04:00 AM,1.09,1.39,1.41,1.49,1.67,1.79,2.09,2.54,3.12,3.55,0.52
Link 3,2017,3,04:00 AM-05:00 AM,0.99,1.33,1.39,1.43,1.6,1.7,1.95,2.04,2.35,6.81,0.52
Link 3,2017,3,05:00 AM-06:00 AM,1.2,1.41,1.43,1.49,1.67,1.83,2.1,2.27,2.58,10.22,0.76
Link 3,2017,3,06:00 AM-07:00 AM,1.24,1.49,1.51,1.57,1.82,1.89,2.27,2.4,2.64,5.45,0.4
Link 3,2017,3,07:00 AM-08:00 AM,1.14,2.04,2.21,2.55,3.41,3.49,4.81,4.81,5.45,8.18,1.2
Link 3,2017,3,08:00 AM-09:00 AM,1.3,2.48,2.82,3.41,4.09,4.1,5.11,5.45,6.29,9.08,1.23
Link 3,2017,3,09:00 AM-10:00 AM,1.39,1.57,1.6,1.7,1.95,2.3,3.27,3.72,4.3,5.84,0.91
Link 3,2017,3,10:00 AM-11:00 AM,1.28,1.49,1.54,1.6,1.74,1.83,2.1,2.21,2.48,8.18,0.44
Link 3,2017,3,11:00 AM-12:00 PM,1.24,1.51,1.54,1.6,1.74,1.81,2.1,2.15,2.4,3.41,0.31
Link 3,2017,3,12:00 PM-01:00 PM,1.18,1.51,1.54,1.6,1.78,1.86,2.21,2.35,2.55,4.81,0.39
Link 3,2017,3,01:00 PM-02:00 PM,1.22,1.57,1.64,1.74,1.9,1.99,2.27,2.34,2.71,8.18,0.54
Link 3,2017,3,02:00 PM-03:00 PM,1.32,1.64,1.67,1.78,1.9,2.02,2.34,2.48,2.73,8.18,0.51
Link 3,2017,3,03:00 PM-04:00 PM,1.3,1.7,1.78,1.86,2.04,2.14,2.4,2.48,2.73,20.44,0.89
Link 3,2017,3,04:00 PM-05:00 PM,1.17,1.7,1.82,1.99,2.21,2.28,2.64,2.73,3.14,10.22,0.6
Link 3,2017,3,05:00 PM-06:00 PM,1.26,1.78,1.9,2.04,2.27,2.3,2.64,2.82,3.03,7.43,0.5
Link 3,2017,3,06:00 PM-07:00 PM,1.1,1.51,1.57,1.67,1.9,1.98,2.4,2.55,2.73,5.11,0.45
Link 3,2017,3,07:00 PM-08:00 PM,1.15,1.43,1.46,1.54,1.64,1.72,1.99,2.1,2.27,5.45,0.36
Link 3,2017,3,08:00 PM-09:00 PM,1.17,1.41,1.42,1.49,1.6,1.67,1.9,1.99,2.21,5.11,0.35
Link 3,2017,3,09:00 PM-10:00 PM,1.18,1.36,1.41,1.46,1.57,1.64,1.86,1.95,2.15,4.09,0.29
Link 3,2017,3,10:00 PM-11:00 PM,1.18,1.41,1.43,1.49,1.6,1.67,1.95,2.04,2.16,3.27,0.31
Link 3,2017,3,11:00 PM-12:00 AM,1.03,1.34,1.39,1.43,1.54,1.65,1.9,1.99,2.26,5.11,0.44
Link 3,2017,4,12:00 AM-01:00 AM,1.26,1.4,1.43,1.49,1.64,1.68,1.9,1.99,2.16,3.41,0.3
Link 3,2017,4,01:00 AM-02:00 AM,1.2,1.34,1.39,1.46,1.57,1.76,2.19,2.27,2.57,5.84,0.59
Link 3,2017,4,02:00 AM-03:00 AM,1.3,1.41,1.46,1.54,1.67,2.05,2.35,3.06,3.68,11.68,1.26
Link 3,2017,4,03:00 AM-04:00 AM,1.2,1.36,1.43,1.49,1.67,1.74,2.03,2.15,2.48,3.55,0.4
Link 3,2017,4,04:00 AM-05:00 AM,1.18,1.32,1.36,1.43,1.57,1.85,2.1,2.27,2.55,27.25,1.94
Link 3,2017,4,05:00 AM-06:00 AM,1.17,1.41,1.43,1.51,1.67,1.82,2.21,2.38,2.76,6.81,0.59
Link 3,2017,4,06:00 AM-07:00 AM,1.24,1.46,1.51,1.57,1.82,1.87,2.2,2.27,2.55,7.43,0.49
Link 3,2017,4,07:00 AM-08:00 AM,1.41,2.04,2.21,2.48,3.27,3.37,4.54,4.81,5.45,7.43,1.13
Link 3,2017,4,08:00 AM-09:00 AM,1.28,2.4,2.92,3.41,4.09,4.12,5.11,5.45,6.29,9.08,1.26
Link 3,2017,4,09:00 AM-10:00 AM,1.15,1.51,1.57,1.67,1.9,2.22,2.82,3.55,4.4,6.81,0.94
Link 3,2017,4,10:00 AM-11:00 AM,1.28,1.51,1.57,1.64,1.78,1.86,2.15,2.27,2.55,4.54,0.38
Link 3,2017,4,11:00 AM-12:00 PM,1.28,1.54,1.57,1.64,1.74,1.87,2.1,2.21,2.48,20.44,0.88
Link 3,2017,4,12:00 PM-01:00 PM,0.96,1.54,1.57,1.64,1.78,1.9,2.27,2.4,2.73,7.43,0.49
Link 3,2017,4,01:00 PM-02:00 PM,1.22,1.64,1.67,1.78,1.95,2.0,2.21,2.34,2.55,5.84,0.46
Link 3,2017,4,02:00 PM-03:00 PM,1.18,1.64,1.7,1.78,1.95,2.01,2.27,2.4,2.64,6.81,0.4
Link 3,2017,4,03:00 PM-04:00 PM,0.83,1.7,1.82,1.95,2.1,2.15,2.45,2.55,2.82,13.63,0.62
Link 3,2017,4,04:00 PM-05:00 PM,1.28,1.78,1.86,1.99,2.27,2.28,2.64,2.73,2.92,9.08,0.53
Link 3,2017,4,05:00 PM-06:00 PM,1.3,1.7,1.82,1.95,2.21,2.27,2.64,2.73,3.03,6.29,0.52
Link 3,2017,4,06:00 PM-07:00 PM,1.18,1.49,1.57,1.67,1.9,2.03,2.48,2.64,2.88,5.84,0.52
Link 3,2017,4,07:00 PM-08:00 PM,1.18,1.41,1.43,1.51,1.67,1.77,1.99,2.1,2.34,20.44,0.95
Link 3,2017,4,08:00 PM-09:00 PM,1.09,1.36,1.41,1.49,1.6,1.65,1.9,1.99,2.15,3.14,0.26
Link 3,2017,4,09:00 PM-10:00 PM,1.08,1.41,1.43,1.49,1.6,1.68,1.86,2.02,2.34,3.89,0.32
Link 3,2017,4,10:00 PM-11:00 PM,1.15,1.41,1.43,1.49,1.64,1.75,1.93,2.04,2.4,16.35,0.94
Link 3,2017,4,11:00 PM-12:00 AM,1.17,1.39,1.41,1.46,1.57,1.65,1.86,1.9,2.2,3.41,0.34
Link 3,2017,5,12:00 AM-01:00 AM,0.99,1.36,1.41,1.46,1.57,1.63,1.86,1.98,2.15,2.48,0.25
Link 3,2017,5,01:00 AM-02:00 AM,1.26,1.39,1.43,1.49,1.64,1.93,2.17,2.48,2.86,20.44,1.71
Link 3,2017,5,02:00 AM-03:00 AM,1.3,1.39,1.43,1.54,1.8,2.45,2.84,3.34,5.84,20.44,2.4
Link 3,2017,5,03:00 AM-04:00 AM,1.17,1.39,1.43,1.54,1.7,1.9,2.4,2.55,3.19,5.11,0.62
Link 3,2017,5,04:00 AM-05:00 AM,0.99,1.39,1.43,1.49,1.67,1.8,2.15,2.34,2.73,5.11,0.53
Link 3,2017,5,05:00 AM-06:00 AM,1.2,1.36,1.41,1.49,1.67,1.77,1.99,2.1,2.34,9.08,0.58
Link 3,2017,5,06:00 AM-07:00 AM,0.97,1.46,1.51,1.57,1.78,1.86,2.27,2.34,2.55,4.3,0.38
Link 3,2017,5,07:00 AM-08:00 AM,1.3,1.95,2.1,2.4,3.14,3.36,4.54,5.11,5.45,10.22,1.25
Link 3,2017,5,08:00 AM-09:00 AM,1.24,2.1,2.64,3.27,4.09,4.0,5.11,5.45,6.29,9.08,1.28
Link 3,2017,5,09:00 AM-10:00 AM,1.2,1.54,1.6,1.67,1.9,2.12,2.73,3.27,3.89,5.84,0.73
Link 3,2017,5,10:00 AM-11:00 AM,1.32,1.51,1.57,1.64,1.78,1.86,2.1,2.27,2.48,5.11,0.39
Link 3,2017,5,11:00 AM-12:00 PM,1.24,1.51,1.54,1.6,1.78,1.88,2.1,2.21,2.56,20.44,0.87
Link 3,2017,5,12:00 PM-01:00 PM,1.24,1.54,1.57,1.64,1.78,1.89,2.15,2.34,2.55,10.22,0.54
Link 3,2017,5,01:00 PM-02:00 PM,1.12,1.57,1.67,1.78,1.95,2.03,2.34,2.4,2.73,9.08,0.52
Link 3,2017,5,02:00 PM-03:00 PM,1.2,1.6,1.67,1.78,1.95,2.06,2.34,2.4,2.64,20.44,0.91
Link 3,2017,5,03:00 PM-04:00 PM,1.28,1.74,1.82,1.9,2.1,2.14,2.4,2.55,2.64,8.18,0.51
Link 3,2017,5,04:00 PM-05:00 PM,1.26,1.82,1.9,2.04,2.27,2.34,2.64,2.82,3.03,20.44,0.91
Link 3,2017,5,05:00 PM-06:00 PM,1.24,1.82,1.95,2.08,2.27,2.36,2.73,2.82,3.27,5.84,0.53
Link 3,2017,5,06:00 PM-07:00 PM,1.26,1.54,1.57,1.65,1.9,2.03,2.48,2.64,2.92,5.11,0.51
Link 3,2017,5,07:00 PM-08:00 PM,1.18,1.46,1.51,1.56,1.7,1.78,2.04,2.15,2.39,11.68,0.57
Link 3,2017,5,08:00 PM-09:00 PM,0.99,1.41,1.43,1.51,1.64,1.73,1.9,1.99,2.21,10.22,0.62
Link 3,2017,5,09:00 PM-10:00 PM,1.14,1.41,1.43,1.49,1.6,1.69,1.9,2.04,2.34,7.43,0.43
Link 3,2017,5,10:00 PM-11:00 PM,0.97,1.39,1.41,1.46,1.64,1.68,1.95,2.04,2.26,3.03,0.3
Link 3,2017,5,11:00 PM-12:00 AM,1.2,1.36,1.39,1.43,1.54,1.63,1.86,1.99,2.27,3.55,0.31
Link 3,2017,6,12:00 AM-01:00 AM,0.91,1.39,1.41,1.49,1.64,1.71,2.0,2.15,2.27,3.03,0.32
Link 3,2017,6,01:00 AM-02:00 AM,1.17,1.41,1.47,1.51,1.7,1.89,2.26,2.66,3.14,4.3,0.58
Link 3,2017,6,02:00 AM-03:00 AM,1.28,1.36,1.39,1.46,1.67,1.83,2.1,2.55,3.41,4.3,0.59
Link 3,2017,6,03:00 AM-04:00 AM,0.9,1.41,1.46,1.53,1.74,1.97,2.56,3.04,3.56,4.81,0.71
Link 3,2017,6,04:00 AM-05:00 AM,1.22,1.39,1.41,1.49,1.67,1.82,2.34,2.4,2.82,6.29,0.57
Link 3,2017,6,05:00 AM-06:00 AM,1.12,1.36,1.39,1.43,1.64,1.77,2.04,2.27,2.58,7.43,0.58
Link 3,2017,6,06:00 AM-07:00 AM,1.2,1.46,1.49,1.57,1.78,1.84,2.18,2.27,2.48,4.3,0.37
Link 3,2017,6,07:00 AM-08:00 AM,1.24,1.74,1.86,2.1,2.64,2.97,4.09,4.54,5.11,9.08,1.22
Link 3,2017,6,08:00 AM-09:00 AM,1.3,1.64,1.72,1.95,3.03,3.2,4.54,5.11,5.45,16.35,1.58
Link 3,2017,6,09:00 AM-10:00 AM,1.15,1.51,1.57,1.64,1.82,2.05,2.21,2.4,3.14,20.44,1.17
Link 3,2017,6,10:00 AM-11:00 AM,1.26,1.51,1.57,1.64,1.78,1.86,2.15,2.27,2.55,4.81,0.38
Link 3,2017,6,11:00 AM-12:00 PM,1.12,1.51,1.54,1.6,1.74,1.83,2.04,2.16,2.55,8.18,0.46
Link 3,2017,6,12:00 PM-01:00 PM,1.34,1.54,1.57,1.64,1.78,1.87,2.1,2.27,2.55,5.84,0.44
Link 3,2017,6,01:00 PM-02:00 PM,1.24,1.6,1.67,1.78,1.95,2.02,2.34,2.48,2.73,6.81,0.44
Link 3,2017,6,02:00 PM-03:00 PM,1.3,1.67,1.74,1.82,1.99,2.2,2.48,2.64,3.03,13.63,1.04
Link 3,2017,6,03:00 PM-04:00 PM,1.32,1.78,1.86,1.99,2.21,2.35,2.73,3.03,3.41,20.44,1.01
Link 3,2017,6,04:00 PM-05:00 PM,1.26,1.75,1.9,2.04,2.34,2.41,2.82,3.03,3.41,9.08,0.67
Link 3,2017,6,05:00 PM-06:00 PM,1.2,1.78,1.88,2.04,2.27,2.3,2.73,2.82,3.03,5.84,0.5
Link 3,2017,6,06:00 PM-07:00 PM,1.2,1.57,1.6,1.7,1.95,2.06,2.48,2.64,2.92,7.43,0.56
Link 3,2017,6,07:00 PM-08:00 PM,1.06,1.43,1.46,1.54,1.7,1.84,2.04,2.21,2.44,27.25,1.3
Link 3,2017,6,08:00 PM-09:00 PM,0.99,1.41,1.45,1.51,1.64,1.71,1.95,2.04,2.15,9.08,0.49
Link 3,2017,6,09:00 PM-10:00 PM,1.2,1.41,1.43,1.51,1.6,1.69,1.91,2.04,2.27,4.81,0.34
Link 3,2017,6,10:00 PM-11:00 PM,1.24,1.41,1.43,1.51,1.65,1.74,1.99,2.1,2.5,4.81,0.42
Link 3,2017,6,11:00 PM-12:00 AM,1.24,1.39,1.41,1.46,1.6,1.67,1.9,2.04,2.25,4.81,0.36
Link 3,2017,7,12:00 AM-01:00 AM,0.95,1.41,1.42,1.51,1.64,1.79,2.04,2.21,2.4,9.08,0.63
Link 3,2017,7,01:00 AM-02:00 AM,1.06,1.35,1.41,1.49,1.64,1.76,2.02,2.15,2.86,4.09,0.51
Link 3,2017,7,02:00 AM-03:00 AM,1.22,1.38,1.43,1.51,1.7,1.97,2.4,2.61,3.41,5.84,0.78
Link 3,2017,7,03:00 AM-04:00 AM,1.17,1.41,1.43,1.49,1.7,1.98,2.4,2.96,3.72,8.18,0.97
Link 3,2017,7,04:00 AM-05:00 AM,1.22,1.34,1.39,1.43,1.6,1.74,2.04,2.15,2.46,4.54,0.49
